"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Cycles
"208064x500"	"5x32"	"CMOVxFxF"	29764056
"208064x500"	"5x32"	"CMOVxFxF"	27016240
"208064x500"	"5x32"	"CMOVxFxF"	30348580
"48160xT"	"1xF"	"TxTxF"	17556096
"48160xT"	"1xF"	"TxTxF"	17130608
"48160xT"	"1xF"	"TxTxF"	17076416
"48160xT"	"1xF"	"TxTxF"	17016892
"48160xT"	"1xF"	"TxTxF"	16685560
"48160xF"	"TxF"	"FxFxT"	16929656
"48160xF"	"TxF"	"FxFxT"	16994472
"48160xF"	"TxF"	"FxFxT"	16895704
"48160xF"	"TxF"	"FxFxT"	16855852
"48160xF"	"TxF"	"FxFxT"	16871260
"898885x10"	"Tx16"	"TxFxF"	691441832
"898885x10"	"Tx16"	"TxFxF"	692836504
"898885x10"	"Tx16"	"TxFxF"	691520848
"898885x10"	"Tx16"	"TxFxF"	691127452
"898885x10"	"Tx16"	"TxFxF"	690661364
"32x500"	"5x32"	"FxTxF"	4756
"32x500"	"5x32"	"FxTxF"	4816
"32x500"	"5x32"	"FxTxF"	4568
"32x500"	"5x32"	"FxTxF"	5044
"32x500"	"5x32"	"FxTxF"	4784
"32xF"	"1000x32"	"FxFxF"	5284
"32xF"	"1000x32"	"FxFxF"	5056
"32xF"	"1000x32"	"FxFxF"	5100
"32xF"	"1000x32"	"FxFxF"	5084
"32xF"	"1000x32"	"FxFxF"	4892
"48160xF"	"100x16"	"TxTxF"	9683780
"48160xF"	"100x16"	"TxTxF"	9832544
"48160xF"	"100x16"	"TxTxF"	9587204
"48160xF"	"100x16"	"TxTxF"	9707432
"48160xF"	"100x16"	"TxTxF"	9681244
"16777216x500"	"2x32"	"FxTxF"	2228318696
"16777216x500"	"2x32"	"FxTxF"	2431123672
"16777216x500"	"2x32"	"FxTxF"	2284169152
"16777216x500"	"2x32"	"FxTxF"	2416325184
"16777216x500"	"2x32"	"FxTxF"	2222311040
"138x10"	"Tx16"	"CMOVxFxT"	20360
"138x10"	"Tx16"	"CMOVxFxT"	19956
"138x10"	"Tx16"	"CMOVxFxT"	19036
"138x10"	"Tx16"	"CMOVxFxT"	18840
"138x10"	"Tx16"	"CMOVxFxT"	19112
"2580x500"	"500x16"	"CMOVxTxF"	643584
"2580x500"	"500x16"	"CMOVxTxF"	630700
"2580x500"	"500x16"	"CMOVxTxF"	632708
"2580x500"	"500x16"	"CMOVxTxF"	633624
"2580x500"	"500x16"	"CMOVxTxF"	631700
"16777216xF"	"100x8"	"FxTxT"	1757430708
"16777216xF"	"100x8"	"FxTxT"	1745153096
"16777216xF"	"100x8"	"FxTxT"	1767161296
"16777216xF"	"100x8"	"FxTxT"	1777808640
"16777216xF"	"100x8"	"FxTxT"	1762988516
"138xT"	"500x8"	"TxTxF"	24648
"138xT"	"500x8"	"TxTxF"	24872
"138xT"	"500x8"	"TxTxF"	24260
"138xT"	"500x8"	"TxTxF"	25016
"138xT"	"500x8"	"TxTxF"	24368
"48160xF"	"2x8"	"CMOVxFxT"	2209072
"48160xF"	"2x8"	"CMOVxFxT"	1748072
"48160xF"	"2x8"	"CMOVxFxT"	1950076
"48160xF"	"2x8"	"CMOVxFxT"	2028288
"48160xF"	"2x8"	"CMOVxFxT"	2189660
"208064xF"	"50x16"	"CMOVxTxF"	38585020
"208064xF"	"50x16"	"CMOVxTxF"	39009128
"208064xF"	"50x16"	"CMOVxTxF"	38970120
"208064xF"	"50x16"	"CMOVxTxF"	38372836
"208064xF"	"50x16"	"CMOVxTxF"	39926732
"48160xF"	"10x16"	"TxFxT"	2827512
"48160xF"	"10x16"	"TxFxT"	3017912
"48160xF"	"10x16"	"TxFxT"	2627548
"48160xF"	"10x16"	"TxFxT"	3007728
"48160xF"	"10x16"	"TxFxT"	2857444
"597xF"	"50xF"	"CMOVxTxT"	66072
"597xF"	"50xF"	"CMOVxTxT"	65336
"597xF"	"50xF"	"CMOVxTxT"	62960
"597xF"	"50xF"	"CMOVxTxT"	64844
"597xF"	"50xF"	"CMOVxTxT"	62444
"208064xT"	"1000x16"	"CMOVxTxT"	116861756
"208064xT"	"1000x16"	"CMOVxTxT"	116544604
"208064xT"	"1000x16"	"CMOVxTxT"	117010248
"208064xT"	"1000x16"	"CMOVxTxT"	116244356
"208064xT"	"1000x16"	"CMOVxTxT"	115105364
"2580xT"	"50x16"	"TxFxT"	257288
"2580xT"	"50x16"	"TxFxT"	246152
"2580xT"	"50x16"	"TxFxT"	241480
"2580xT"	"50x16"	"TxFxT"	244948
"2580xT"	"50x16"	"TxFxT"	243672
"3883400x10"	"10x16"	"TxFxF"	599155216
"3883400x10"	"10x16"	"TxFxF"	551195016
"3883400x10"	"10x16"	"TxFxF"	594853940
"3883400x10"	"10x16"	"TxFxF"	613235356
"3883400x10"	"10x16"	"TxFxF"	568407576
"898885xT"	"50xF"	"FxTxF"	1054818672
"898885xT"	"50xF"	"FxTxF"	894676048
"898885xT"	"50xF"	"FxTxF"	911305844
"898885xT"	"50xF"	"FxTxF"	890127644
"898885xT"	"50xF"	"FxTxF"	882309948
"48160x500"	"10x32"	"CMOVxFxF"	7714980
"48160x500"	"10x32"	"CMOVxFxF"	8403956
"48160x500"	"10x32"	"CMOVxFxF"	7047508
"48160x500"	"10x32"	"CMOVxFxF"	8108268
"48160x500"	"10x32"	"CMOVxFxF"	7677392
"32xF"	"Tx16"	"FxTxT"	4560
"32xF"	"Tx16"	"FxTxT"	4148
"32xF"	"Tx16"	"FxTxT"	4196
"32xF"	"Tx16"	"FxTxT"	3804
"32xF"	"Tx16"	"FxTxT"	4112
"138x10"	"1000xF"	"TxTxT"	19488
"138x10"	"1000xF"	"TxTxT"	19980
"138x10"	"1000xF"	"TxTxT"	19688
"138x10"	"1000xF"	"TxTxT"	19060
"138x10"	"1000xF"	"TxTxT"	19204
"208064x10"	"1000x16"	"TxTxF"	59632120
"208064x10"	"1000x16"	"TxTxF"	60236776
"208064x10"	"1000x16"	"TxTxF"	59970624
"208064x10"	"1000x16"	"TxTxF"	59294832
"208064x10"	"1000x16"	"TxTxF"	59640512
"2580x500"	"500x8"	"CMOVxFxT"	415556
"2580x500"	"500x8"	"CMOVxFxT"	402716
"2580x500"	"500x8"	"CMOVxFxT"	400888
"2580x500"	"500x8"	"CMOVxFxT"	415624
"2580x500"	"500x8"	"CMOVxFxT"	406784
"11148x10"	"2x32"	"FxTxT"	833356
"11148x10"	"2x32"	"FxTxT"	807284
"11148x10"	"2x32"	"FxTxT"	725796
"11148x10"	"2x32"	"FxTxT"	759948
"11148x10"	"2x32"	"FxTxT"	840932
"2580x10"	"TxF"	"FxTxF"	744472
"2580x10"	"TxF"	"FxTxF"	744696
"2580x10"	"TxF"	"FxTxF"	742336
"2580x10"	"TxF"	"FxTxF"	738796
"2580x10"	"TxF"	"FxTxF"	741404
"898885xT"	"10xF"	"CMOVxTxF"	756596988
"898885xT"	"10xF"	"CMOVxTxF"	772378680
"898885xT"	"10xF"	"CMOVxTxF"	764984096
"898885xT"	"10xF"	"CMOVxTxF"	797850796
"898885xT"	"10xF"	"CMOVxTxF"	802174724
"208064xF"	"100x16"	"FxTxF"	50899240
"208064xF"	"100x16"	"FxTxF"	50645936
"208064xF"	"100x16"	"FxTxF"	51240876
"208064xF"	"100x16"	"FxTxF"	50186792
"208064xF"	"100x16"	"FxTxF"	51067144
"3883400xF"	"5x8"	"CMOVxFxF"	427667224
"3883400xF"	"5x8"	"CMOVxFxF"	440791088
"3883400xF"	"5x8"	"CMOVxFxF"	473184912
"3883400xF"	"5x8"	"CMOVxFxF"	489468136
"3883400xF"	"5x8"	"CMOVxFxF"	426939120
"898885xF"	"Fx8"	"FxTxF"	81117568
"898885xF"	"Fx8"	"FxTxF"	81086768
"898885xF"	"Fx8"	"FxTxF"	81237436
"898885xF"	"Fx8"	"FxTxF"	81077776
"898885xF"	"Fx8"	"FxTxF"	81084920
"597xF"	"TxF"	"TxFxT"	103636
"597xF"	"TxF"	"TxFxT"	103440
"597xF"	"TxF"	"TxFxT"	103088
"597xF"	"TxF"	"TxFxT"	103064
"597xF"	"TxF"	"TxFxT"	101656
"597xF"	"10x32"	"FxFxT"	57088
"597xF"	"10x32"	"FxFxT"	58560
"597xF"	"10x32"	"FxFxT"	55364
"597xF"	"10x32"	"FxFxT"	56080
"597xF"	"10x32"	"FxFxT"	57428
"32x500"	"100x32"	"TxTxF"	4524
"32x500"	"100x32"	"TxTxF"	4380
"32x500"	"100x32"	"TxTxF"	4140
"32x500"	"100x32"	"TxTxF"	4252
"32x500"	"100x32"	"TxTxF"	4180
"898885x500"	"1000x8"	"FxFxF"	280556616
"898885x500"	"1000x8"	"FxFxF"	280522256
"898885x500"	"1000x8"	"FxFxF"	281519224
"898885x500"	"1000x8"	"FxFxF"	280494000
"898885x500"	"1000x8"	"FxFxF"	280518404
"208064xF"	"500x16"	"TxFxT"	24165360
"208064xF"	"500x16"	"TxFxT"	23923260
"208064xF"	"500x16"	"TxFxT"	23862796
"208064xF"	"500x16"	"TxFxT"	23664084
"208064xF"	"500x16"	"TxFxT"	23890544
"597x500"	"1x8"	"CMOVxTxF"	42628
"597x500"	"1x8"	"CMOVxTxF"	54156
"597x500"	"1x8"	"CMOVxTxF"	33860
"597x500"	"1x8"	"CMOVxTxF"	39216
"597x500"	"1x8"	"CMOVxTxF"	33760
"3883400x500"	"Fx8"	"CMOVxTxF"	184220184
"3883400x500"	"Fx8"	"CMOVxTxF"	184300696
"3883400x500"	"Fx8"	"CMOVxTxF"	184388420
"3883400x500"	"Fx8"	"CMOVxTxF"	184185896
"3883400x500"	"Fx8"	"CMOVxTxF"	184385308
"898885x500"	"100x32"	"CMOVxTxF"	213414800
"898885x500"	"100x32"	"CMOVxTxF"	207578296
"898885x500"	"100x32"	"CMOVxTxF"	212778152
"898885x500"	"100x32"	"CMOVxTxF"	212835620
"898885x500"	"100x32"	"CMOVxTxF"	213189080
"2580xF"	"500xF"	"CMOVxFxF"	609800
"2580xF"	"500xF"	"CMOVxFxF"	601244
"2580xF"	"500xF"	"CMOVxFxF"	601832
"2580xF"	"500xF"	"CMOVxFxF"	602448
"2580xF"	"500xF"	"CMOVxFxF"	602900
"3883400xF"	"50xF"	"TxFxF"	1240351644
"3883400xF"	"50xF"	"TxFxF"	1259964420
"3883400xF"	"50xF"	"TxFxF"	1251462856
"3883400xF"	"50xF"	"TxFxF"	1233331796
"3883400xF"	"50xF"	"TxFxF"	1238066312
"16777216xF"	"500x16"	"TxFxF"	4461258988
"16777216xF"	"500x16"	"TxFxF"	4455369208
"16777216xF"	"500x16"	"TxFxF"	4458021820
"16777216xF"	"500x16"	"TxFxF"	4464902440
"16777216xF"	"500x16"	"TxFxF"	4427001912
"32xF"	"100xF"	"CMOVxFxT"	3324
"32xF"	"100xF"	"CMOVxFxT"	3260
"32xF"	"100xF"	"CMOVxFxT"	3536
"32xF"	"100xF"	"CMOVxFxT"	3280
"32xF"	"100xF"	"CMOVxFxT"	3324
"32xT"	"10x8"	"TxFxT"	3196
"32xT"	"10x8"	"TxFxT"	3412
"32xT"	"10x8"	"TxFxT"	3344
"32xT"	"10x8"	"TxFxT"	3148
"32xT"	"10x8"	"TxFxT"	3400
"32x10"	"500x32"	"TxTxF"	4520
"32x10"	"500x32"	"TxTxF"	4368
"32x10"	"500x32"	"TxTxF"	4228
"32x10"	"500x32"	"TxTxF"	4240
"32x10"	"500x32"	"TxTxF"	4376
"11148xF"	"100xF"	"CMOVxFxF"	2704136
"11148xF"	"100xF"	"CMOVxFxF"	2663368
"11148xF"	"100xF"	"CMOVxFxF"	2683728
"11148xF"	"100xF"	"CMOVxFxF"	2587916
"11148xF"	"100xF"	"CMOVxFxF"	2646960
"208064x500"	"Fx8"	"TxTxT"	6927780
"208064x500"	"Fx8"	"TxTxT"	6899084
"208064x500"	"Fx8"	"TxTxT"	6926096
"208064x500"	"Fx8"	"TxTxT"	6900004
"208064x500"	"Fx8"	"TxTxT"	6811456
"16777216x10"	"500x32"	"TxTxT"	2028465116
"16777216x10"	"500x32"	"TxTxT"	2026083248
"16777216x10"	"500x32"	"TxTxT"	2032069732
"16777216x10"	"500x32"	"TxTxT"	2028820276
"16777216x10"	"500x32"	"TxTxT"	2016484128
"16777216xF"	"50x16"	"FxFxF"	3664045372
"16777216xF"	"50x16"	"FxFxF"	3668289604
"16777216xF"	"50x16"	"FxFxF"	3647935156
"16777216xF"	"50x16"	"FxFxF"	3717960828
"16777216xF"	"50x16"	"FxFxF"	3714202552
"208064xT"	"Fx32"	"CMOVxTxF"	39939484
"208064xT"	"Fx32"	"CMOVxTxF"	40064756
"208064xT"	"Fx32"	"CMOVxTxF"	40108972
"208064xT"	"Fx32"	"CMOVxTxF"	40147496
"208064xT"	"Fx32"	"CMOVxTxF"	40087820
"138xF"	"1000x8"	"CMOVxFxF"	23640
"138xF"	"1000x8"	"CMOVxFxF"	23356
"138xF"	"1000x8"	"CMOVxFxF"	22984
"138xF"	"1000x8"	"CMOVxFxF"	23076
"138xF"	"1000x8"	"CMOVxFxF"	23056
"3883400xT"	"Tx8"	"TxFxT"	7498547184
"3883400xT"	"Tx8"	"TxFxT"	7458439096
"3883400xT"	"Tx8"	"TxFxT"	7361767160
"3883400xT"	"Tx8"	"TxFxT"	7518469836
"3883400xT"	"Tx8"	"TxFxT"	7463954580
"3883400xT"	"10xF"	"FxFxT"	5924850480
"3883400xT"	"10xF"	"FxFxT"	5524739688
"3883400xT"	"10xF"	"FxFxT"	5885142916
"3883400xT"	"10xF"	"FxFxT"	5910222188
"3883400xT"	"10xF"	"FxFxT"	5746907036
"898885xF"	"500xF"	"CMOVxTxT"	127530096
"898885xF"	"500xF"	"CMOVxTxT"	127202888
"898885xF"	"500xF"	"CMOVxTxT"	127718992
"898885xF"	"500xF"	"CMOVxTxT"	127599136
"898885xF"	"500xF"	"CMOVxTxT"	127263568
"32xF"	"1000x8"	"TxFxT"	3664
"32xF"	"1000x8"	"TxFxT"	3568
"32xF"	"1000x8"	"TxFxT"	3488
"32xF"	"1000x8"	"TxFxT"	3260
"32xF"	"1000x8"	"TxFxT"	3456
"16777216x500"	"1x32"	"CMOVxTxF"	1719202456
"16777216x500"	"1x32"	"CMOVxTxF"	1718142340
"16777216x500"	"1x32"	"CMOVxTxF"	1866384788
"16777216x500"	"1x32"	"CMOVxTxF"	1895761628
"16777216x500"	"1x32"	"CMOVxTxF"	1738269936
"32xF"	"FxF"	"TxFxF"	2684
"32xF"	"FxF"	"TxFxF"	2768
"32xF"	"FxF"	"TxFxF"	2632
"32xF"	"FxF"	"TxFxF"	2552
"32xF"	"FxF"	"TxFxF"	2516
"898885x10"	"10x8"	"TxTxT"	55895644
"898885x10"	"10x8"	"TxTxT"	57885264
"898885x10"	"10x8"	"TxTxT"	52670352
"898885x10"	"10x8"	"TxTxT"	55661444
"898885x10"	"10x8"	"TxTxT"	57252628
"2580x10"	"50x32"	"FxFxT"	300348
"2580x10"	"50x32"	"FxFxT"	295628
"2580x10"	"50x32"	"FxFxT"	289248
"2580x10"	"50x32"	"FxFxT"	291556
"2580x10"	"50x32"	"FxFxT"	291736
"898885xT"	"1000xF"	"TxTxF"	1044648232
"898885xT"	"1000xF"	"TxTxF"	1047848292
"898885xT"	"1000xF"	"TxTxF"	1046619116
"898885xT"	"1000xF"	"TxTxF"	1042061936
"898885xT"	"1000xF"	"TxTxF"	1028101648
"16777216xT"	"10x16"	"TxTxF"	24840772868
"16777216xT"	"10x16"	"TxTxF"	25207869620
"16777216xT"	"10x16"	"TxTxF"	25511974428
"16777216xT"	"10x16"	"TxTxF"	27051500148
"16777216xT"	"10x16"	"TxTxF"	23151383344
"11148xF"	"100x8"	"TxFxT"	1002052
"11148xF"	"100x8"	"TxFxT"	992808
"11148xF"	"100x8"	"TxFxT"	1015728
"11148xF"	"100x8"	"TxFxT"	990764
"11148xF"	"100x8"	"TxFxT"	1001356
"208064x500"	"1000x16"	"FxFxT"	31605836
"208064x500"	"1000x16"	"FxFxT"	31653752
"208064x500"	"1000x16"	"FxFxT"	31710408
"208064x500"	"1000x16"	"FxFxT"	31493516
"208064x500"	"1000x16"	"FxFxT"	31415736
"138x500"	"500xF"	"FxTxT"	22704
"138x500"	"500xF"	"FxTxT"	23164
"138x500"	"500xF"	"FxTxT"	22548
"138x500"	"500xF"	"FxTxT"	21932
"138x500"	"500xF"	"FxTxT"	21920
"208064x500"	"5xF"	"TxFxT"	22657736
"208064x500"	"5xF"	"TxFxT"	23536368
"208064x500"	"5xF"	"TxFxT"	23068148
"208064x500"	"5xF"	"TxFxT"	22357804
"208064x500"	"5xF"	"TxFxT"	22976552
"11148x10"	"100xF"	"FxFxT"	1362388
"11148x10"	"100xF"	"FxFxT"	1343424
"11148x10"	"100xF"	"FxFxT"	1352936
"11148x10"	"100xF"	"FxFxT"	1333536
"11148x10"	"100xF"	"FxFxT"	1359768
"48160x10"	"500xF"	"TxTxT"	6162112
"48160x10"	"500xF"	"TxTxT"	6186936
"48160x10"	"500xF"	"TxTxT"	6110948
"48160x10"	"500xF"	"TxTxT"	6115344
"48160x10"	"500xF"	"TxTxT"	6154368
"208064x500"	"50xF"	"TxTxF"	56889868
"208064x500"	"50xF"	"TxTxF"	57269376
"208064x500"	"50xF"	"TxTxF"	56995376
"208064x500"	"50xF"	"TxTxF"	56596216
"208064x500"	"50xF"	"TxTxF"	58125876
"208064xF"	"Tx16"	"TxTxF"	121697872
"208064xF"	"Tx16"	"TxTxF"	118550000
"208064xF"	"Tx16"	"TxTxF"	118723064
"208064xF"	"Tx16"	"TxTxF"	118610636
"208064xF"	"Tx16"	"TxTxF"	118537396
"11148x500"	"5x32"	"TxTxF"	1489084
"11148x500"	"5x32"	"TxTxF"	1484044
"11148x500"	"5x32"	"TxTxF"	1391128
"11148x500"	"5x32"	"TxTxF"	1314228
"11148x500"	"5x32"	"TxTxF"	1361808
"11148xF"	"10xF"	"CMOVxFxT"	1026684
"11148xF"	"10xF"	"CMOVxFxT"	993084
"11148xF"	"10xF"	"CMOVxFxT"	993680
"11148xF"	"10xF"	"CMOVxFxT"	996000
"11148xF"	"10xF"	"CMOVxFxT"	980220
"11148x10"	"5xF"	"TxFxF"	2045596
"11148x10"	"5xF"	"TxFxF"	2036464
"11148x10"	"5xF"	"TxFxF"	2007172
"11148x10"	"5xF"	"TxFxF"	1986672
"11148x10"	"5xF"	"TxFxF"	1954560
"2580x10"	"1000x32"	"CMOVxFxT"	466640
"2580x10"	"1000x32"	"CMOVxFxT"	465104
"2580x10"	"1000x32"	"CMOVxFxT"	457456
"2580x10"	"1000x32"	"CMOVxFxT"	456224
"2580x10"	"1000x32"	"CMOVxFxT"	464104
"2580x10"	"Fx8"	"TxFxT"	69788
"2580x10"	"Fx8"	"TxFxT"	67084
"2580x10"	"Fx8"	"TxFxT"	67168
"2580x10"	"Fx8"	"TxFxT"	67684
"2580x10"	"Fx8"	"TxFxT"	66180
"208064x500"	"50x16"	"TxFxF"	40842100
"208064x500"	"50x16"	"TxFxF"	41167240
"208064x500"	"50x16"	"TxFxF"	41162288
"208064x500"	"50x16"	"TxFxF"	40702432
"208064x500"	"50x16"	"TxFxF"	42221288
"898885xT"	"5x8"	"TxTxT"	375025552
"898885xT"	"5x8"	"TxTxT"	487189008
"898885xT"	"5x8"	"TxTxT"	559119324
"898885xT"	"5x8"	"TxTxT"	494785368
"898885xT"	"5x8"	"TxTxT"	442803068
"208064xT"	"10x32"	"TxTxF"	92730212
"208064xT"	"10x32"	"TxTxF"	98677508
"208064xT"	"10x32"	"TxTxF"	97256236
"208064xT"	"10x32"	"TxTxF"	86408724
"208064xT"	"10x32"	"TxTxF"	96362496
"48160xT"	"Tx32"	"TxFxT"	23626156
"48160xT"	"Tx32"	"TxFxT"	23324872
"48160xT"	"Tx32"	"TxFxT"	23006068
"48160xT"	"Tx32"	"TxFxT"	22864132
"48160xT"	"Tx32"	"TxFxT"	22839764
"48160xF"	"Fx16"	"CMOVxTxT"	1631032
"48160xF"	"Fx16"	"CMOVxTxT"	1611444
"48160xF"	"Fx16"	"CMOVxTxT"	1605832
"48160xF"	"Fx16"	"CMOVxTxT"	1584656
"48160xF"	"Fx16"	"CMOVxTxT"	1582464
"2580xF"	"1000x16"	"FxTxT"	538788
"2580xF"	"1000x16"	"FxTxT"	538120
"2580xF"	"1000x16"	"FxTxT"	531888
"2580xF"	"1000x16"	"FxTxT"	529552
"2580xF"	"1000x16"	"FxTxT"	540268
"138xT"	"10x8"	"FxTxF"	21876
"138xT"	"10x8"	"FxTxF"	21976
"138xT"	"10x8"	"FxTxF"	24960
"138xT"	"10x8"	"FxTxF"	21964
"138xT"	"10x8"	"FxTxF"	21472
"2580x10"	"1x16"	"FxTxT"	170392
"2580x10"	"1x16"	"FxTxT"	137248
"2580x10"	"1x16"	"FxTxT"	133400
"2580x10"	"1x16"	"FxTxT"	140900
"2580x10"	"1x16"	"FxTxT"	155124
"2580xT"	"10x16"	"FxTxF"	477876
"2580xT"	"10x16"	"FxTxF"	468488
"2580xT"	"10x16"	"FxTxF"	476316
"2580xT"	"10x16"	"FxTxF"	475032
"2580xT"	"10x16"	"FxTxF"	458448
"11148x500"	"1x16"	"CMOVxFxF"	734240
"11148x500"	"1x16"	"CMOVxFxF"	723724
"11148x500"	"1x16"	"CMOVxFxF"	728288
"11148x500"	"1x16"	"CMOVxFxF"	780556
"11148x500"	"1x16"	"CMOVxFxF"	748292
"597x500"	"50x32"	"TxFxF"	116524
"597x500"	"50x32"	"TxFxF"	116152
"597x500"	"50x32"	"TxFxF"	111812
"597x500"	"50x32"	"TxFxF"	113356
"597x500"	"50x32"	"TxFxF"	112520
"138x10"	"Tx32"	"CMOVxTxF"	24132
"138x10"	"Tx32"	"CMOVxTxF"	23456
"138x10"	"Tx32"	"CMOVxTxF"	23312
"138x10"	"Tx32"	"CMOVxTxF"	23244
"138x10"	"Tx32"	"CMOVxTxF"	23232
"3883400x10"	"FxF"	"CMOVxTxF"	1001158432
"3883400x10"	"FxF"	"CMOVxTxF"	1001210404
"3883400x10"	"FxF"	"CMOVxTxF"	1001173304
"3883400x10"	"FxF"	"CMOVxTxF"	1001714068
"3883400x10"	"FxF"	"CMOVxTxF"	1001171292
"138xT"	"50xF"	"CMOVxFxF"	23492
"138xT"	"50xF"	"CMOVxFxF"	23080
"138xT"	"50xF"	"CMOVxFxF"	23392
"138xT"	"50xF"	"CMOVxFxF"	23404
"138xT"	"50xF"	"CMOVxFxF"	22612
"11148xT"	"500x8"	"FxFxF"	3746964
"11148xT"	"500x8"	"FxFxF"	3742912
"11148xT"	"500x8"	"FxFxF"	3835216
"11148xT"	"500x8"	"FxFxF"	3896164
"11148xT"	"500x8"	"FxFxF"	3883196
"32xT"	"50x16"	"FxTxT"	4436
"32xT"	"50x16"	"FxTxT"	4248
"32xT"	"50x16"	"FxTxT"	4304
"32xT"	"50x16"	"FxTxT"	3912
"32xT"	"50x16"	"FxTxT"	4076
"2580x500"	"1x32"	"TxTxF"	270956
"2580x500"	"1x32"	"TxTxF"	190164
"2580x500"	"1x32"	"TxTxF"	185120
"2580x500"	"1x32"	"TxTxF"	204796
"2580x500"	"1x32"	"TxTxF"	237168
"3883400xF"	"10x32"	"FxTxT"	389189168
"3883400xF"	"10x32"	"FxTxT"	366653952
"3883400xF"	"10x32"	"FxTxT"	377385252
"3883400xF"	"10x32"	"FxTxT"	388389972
"3883400xF"	"10x32"	"FxTxT"	379549036
"138x500"	"1x16"	"FxFxT"	9188
"138x500"	"1x16"	"FxFxT"	11040
"138x500"	"1x16"	"FxFxT"	11192
"138x500"	"1x16"	"FxFxT"	8624
"138x500"	"1x16"	"FxFxT"	10268
"138x500"	"2x32"	"CMOVxTxT"	8852
"138x500"	"2x32"	"CMOVxTxT"	9136
"138x500"	"2x32"	"CMOVxTxT"	10836
"138x500"	"2x32"	"CMOVxTxT"	9460
"138x500"	"2x32"	"CMOVxTxT"	8652
"898885xF"	"1x32"	"FxFxF"	119632628
"898885xF"	"1x32"	"FxFxF"	107107412
"898885xF"	"1x32"	"FxFxF"	118426320
"898885xF"	"1x32"	"FxFxF"	128366624
"898885xF"	"1x32"	"FxFxF"	125340236
"2580xT"	"500xF"	"TxFxF"	653016
"2580xT"	"500xF"	"TxFxF"	643804
"2580xT"	"500xF"	"TxFxF"	639688
"2580xT"	"500xF"	"TxFxF"	654528
"2580xT"	"500xF"	"TxFxF"	638936
"32x10"	"1x32"	"CMOVxTxT"	2624
"32x10"	"1x32"	"CMOVxTxT"	2320
"32x10"	"1x32"	"CMOVxTxT"	2380
"32x10"	"1x32"	"CMOVxTxT"	2360
"32x10"	"1x32"	"CMOVxTxT"	2024
"2580xF"	"Tx32"	"TxFxF"	667660
"2580xF"	"Tx32"	"TxFxF"	665260
"2580xF"	"Tx32"	"TxFxF"	662220
"2580xF"	"Tx32"	"TxFxF"	663024
"2580xF"	"Tx32"	"TxFxF"	660668
"11148xF"	"500x16"	"FxTxT"	1664328
"11148xF"	"500x16"	"FxTxT"	1659924
"11148xF"	"500x16"	"FxTxT"	1671084
"11148xF"	"500x16"	"FxTxT"	1669468
"11148xF"	"500x16"	"FxTxT"	1662304
"11148x500"	"5x8"	"TxFxF"	1258016
"11148x500"	"5x8"	"TxFxF"	1165384
"11148x500"	"5x8"	"TxFxF"	1149756
"11148x500"	"5x8"	"TxFxF"	1032916
"11148x500"	"5x8"	"TxFxF"	1101856
"597xF"	"Tx16"	"FxFxF"	148316
"597xF"	"Tx16"	"FxFxF"	146592
"597xF"	"Tx16"	"FxFxF"	146212
"597xF"	"Tx16"	"FxFxF"	146824
"597xF"	"Tx16"	"FxFxF"	146572
"898885x500"	"FxF"	"TxTxF"	206891080
"898885x500"	"FxF"	"TxTxF"	206957112
"898885x500"	"FxF"	"TxTxF"	206819004
"898885x500"	"FxF"	"TxTxF"	206923412
"898885x500"	"FxF"	"TxTxF"	206871964
"3883400xF"	"1000xF"	"FxFxT"	633814864
"3883400xF"	"1000xF"	"FxFxT"	635606964
"3883400xF"	"1000xF"	"FxFxT"	634611960
"3883400xF"	"1000xF"	"FxFxT"	635612732
"3883400xF"	"1000xF"	"FxFxT"	634336512
"11148xF"	"1000x8"	"TxTxF"	3047736
"11148xF"	"1000x8"	"TxTxF"	3017960
"11148xF"	"1000x8"	"TxTxF"	3029852
"11148xF"	"1000x8"	"TxTxF"	3023816
"11148xF"	"1000x8"	"TxTxF"	3028736
"32xF"	"10x8"	"CMOVxTxT"	2960
"32xF"	"10x8"	"CMOVxTxT"	3316
"32xF"	"10x8"	"CMOVxTxT"	3240
"32xF"	"10x8"	"CMOVxTxT"	2944
"32xF"	"10x8"	"CMOVxTxT"	3244
"32x500"	"2x32"	"CMOVxTxF"	3564
"32x500"	"2x32"	"CMOVxTxF"	3672
"32x500"	"2x32"	"CMOVxTxF"	3516
"32x500"	"2x32"	"CMOVxTxF"	3400
"32x500"	"2x32"	"CMOVxTxF"	3336
"2580xT"	"5x16"	"CMOVxTxF"	326892
"2580xT"	"5x16"	"CMOVxTxF"	299596
"2580xT"	"5x16"	"CMOVxTxF"	370328
"2580xT"	"5x16"	"CMOVxTxF"	357484
"2580xT"	"5x16"	"CMOVxTxF"	326168
"2580x500"	"Tx8"	"CMOVxFxF"	653644
"2580x500"	"Tx8"	"CMOVxFxF"	653240
"2580x500"	"Tx8"	"CMOVxFxF"	651828
"2580x500"	"Tx8"	"CMOVxFxF"	649188
"2580x500"	"Tx8"	"CMOVxFxF"	644240
"898885x10"	"2x32"	"FxFxT"	64518680
"898885x10"	"2x32"	"FxFxT"	62964468
"898885x10"	"2x32"	"FxFxT"	68642780
"898885x10"	"2x32"	"FxFxT"	68100904
