"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Cycles
"898885x500"	"1000x32"	"FxTxF"	2022429088
"11148x10"	"10x32"	"CMOVxTxF"	12908776
"11148x10"	"10x32"	"CMOVxTxF"	11567700
"11148x10"	"10x32"	"CMOVxTxF"	12077680
"11148x10"	"10x32"	"CMOVxTxF"	12326852
"11148x10"	"10x32"	"CMOVxTxF"	11450012
"138xF"	"50x8"	"TxTxF"	149356
"138xF"	"50x8"	"TxTxF"	151276
"138xF"	"50x8"	"TxTxF"	152004
"138xF"	"50x8"	"TxTxF"	151416
"138xF"	"50x8"	"TxTxF"	148348
"11148x10"	"Fx16"	"CMOVxTxT"	3935068
"11148x10"	"Fx16"	"CMOVxTxT"	3910132
"11148x10"	"Fx16"	"CMOVxTxT"	3933820
"11148x10"	"Fx16"	"CMOVxTxT"	3926688
"11148x10"	"Fx16"	"CMOVxTxT"	3933412
"3883400x10"	"500xF"	"FxTxT"	9768368184
"3883400x10"	"500xF"	"FxTxT"	9791056536
"3883400x10"	"500xF"	"FxTxT"	9774286908
"3883400x10"	"500xF"	"FxTxT"	9758038764
"3883400x10"	"500xF"	"FxTxT"	9755662020
"138xF"	"100x8"	"FxTxT"	155204
"138xF"	"100x8"	"FxTxT"	159940
"138xF"	"100x8"	"FxTxT"	162044
"138xF"	"100x8"	"FxTxT"	158024
"138xF"	"100x8"	"FxTxT"	156300
"48160x500"	"10xF"	"FxFxF"	83846592
"48160x500"	"10xF"	"FxFxF"	84915772
"48160x500"	"10xF"	"FxFxF"	79465952
"48160x500"	"10xF"	"FxFxF"	85547712
"48160x500"	"10xF"	"FxFxF"	84193872
"2580xT"	"500x8"	"FxFxF"	4965140
"2580xT"	"500x8"	"FxFxF"	4870864
"2580xT"	"500x8"	"FxFxF"	4893920
"2580xT"	"500x8"	"FxFxF"	4898336
"2580xT"	"500x8"	"FxFxF"	4917292
"2580xF"	"2x16"	"TxTxT"	1699504
"2580xF"	"2x16"	"TxTxT"	1181820
"2580xF"	"2x16"	"TxTxT"	1747092
"2580xF"	"2x16"	"TxTxT"	1989572
"2580xF"	"2x16"	"TxTxT"	1897372
"138x10"	"Fx16"	"TxFxF"	46548
"138x10"	"Fx16"	"TxFxF"	46056
"138x10"	"Fx16"	"TxFxF"	46132
"138x10"	"Fx16"	"TxFxF"	45936
"138x10"	"Fx16"	"TxFxF"	46020
"3883400xT"	"100xF"	"CMOVxTxF"	15127493024
"3883400xT"	"100xF"	"CMOVxTxF"	15211159888
"3883400xT"	"100xF"	"CMOVxTxF"	15286345952
"3883400xT"	"100xF"	"CMOVxTxF"	15064006736
"3883400xT"	"100xF"	"CMOVxTxF"	14959670836
"138xT"	"100x8"	"CMOVxFxF"	164160
"138xT"	"100x8"	"CMOVxFxF"	169980
"138xT"	"100x8"	"CMOVxFxF"	170112
"138xT"	"100x8"	"CMOVxFxF"	165964
"138xT"	"100x8"	"CMOVxFxF"	165460
"32xF"	"1000x16"	"CMOVxFxT"	25532
"32xF"	"1000x16"	"CMOVxFxT"	23812
"32xF"	"1000x16"	"CMOVxFxT"	24492
"32xF"	"1000x16"	"CMOVxFxT"	24912
"32xF"	"1000x16"	"CMOVxFxT"	24900
"16777216x500"	"100xF"	"FxFxT"	44468496764
"16777216x500"	"100xF"	"FxFxT"	44475303304
"16777216x500"	"100xF"	"FxFxT"	44818395444
"16777216x500"	"100xF"	"FxFxT"	44822859936
"16777216x500"	"100xF"	"FxFxT"	44764017996
"16777216xT"	"100x32"	"FxTxF"	59801542356
"16777216xT"	"100x32"	"FxTxF"	59198207852
"16777216xT"	"100x32"	"FxTxF"	60435946860
"16777216xT"	"100x32"	"FxTxF"	62545930852
"16777216xT"	"100x32"	"FxTxF"	60489687448
"2580xF"	"100x16"	"FxTxT"	3831200
"2580xF"	"100x16"	"FxTxT"	3783228
"2580xF"	"100x16"	"FxTxT"	3781792
"2580xF"	"100x16"	"FxTxT"	3790860
"2580xF"	"100x16"	"FxTxT"	3746308
"898885x10"	"5x8"	"CMOVxTxT"	593349416
"898885x10"	"5x8"	"CMOVxTxT"	809659268
"898885x10"	"5x8"	"CMOVxTxT"	592505660
"898885x10"	"5x8"	"CMOVxTxT"	799188908
"898885x10"	"5x8"	"CMOVxTxT"	714868296
"32x10"	"1000x16"	"FxTxT"	25780
"32x10"	"1000x16"	"FxTxT"	24584
"32x10"	"1000x16"	"FxTxT"	25048
"32x10"	"1000x16"	"FxTxT"	25392
"32x10"	"1000x16"	"FxTxT"	25168
"138x500"	"10x8"	"TxFxT"	102744
"138x500"	"10x8"	"TxFxT"	106892
"138x500"	"10x8"	"TxFxT"	129292
"138x500"	"10x8"	"TxFxT"	106516
"138x500"	"10x8"	"TxFxT"	108412
"11148xF"	"100x8"	"TxFxF"	17643360
"11148xF"	"100x8"	"TxFxF"	17322008
"11148xF"	"100x8"	"TxFxF"	17527496
"11148xF"	"100x8"	"TxFxF"	17236428
"11148xF"	"100x8"	"TxFxF"	17504232
"597x10"	"Fx8"	"CMOVxFxF"	169168
"597x10"	"Fx8"	"CMOVxFxF"	164200
"597x10"	"Fx8"	"CMOVxFxF"	161052
"597x10"	"Fx8"	"CMOVxFxF"	161068
"597x10"	"Fx8"	"CMOVxFxF"	161120
"898885x500"	"1000x16"	"TxTxT"	1856120140
"898885x500"	"1000x16"	"TxTxT"	1849441600
"898885x500"	"1000x16"	"TxTxT"	1862216300
"898885x500"	"1000x16"	"TxTxT"	1854518596
"898885x500"	"1000x16"	"TxTxT"	1855040672
"208064x500"	"100x16"	"FxFxF"	354734876
"208064x500"	"100x16"	"FxFxF"	355048948
"208064x500"	"100x16"	"FxFxF"	359047776
"208064x500"	"100x16"	"FxFxF"	350243900
"208064x500"	"100x16"	"FxFxF"	357769464
"11148xF"	"2x16"	"CMOVxTxF"	7791656
"11148xF"	"2x16"	"CMOVxTxF"	7474540
"11148xF"	"2x16"	"CMOVxTxF"	5827156
"11148xF"	"2x16"	"CMOVxTxF"	6432852
"11148xF"	"2x16"	"CMOVxTxF"	8174196
"898885x500"	"FxF"	"TxFxT"	1548166788
"898885x500"	"FxF"	"TxFxT"	1548029100
"898885x500"	"FxF"	"TxFxT"	1548043048
"898885x500"	"FxF"	"TxFxT"	1548454160
"898885x500"	"FxF"	"TxFxT"	1548145300
"138x500"	"2xF"	"TxTxT"	90800
"138x500"	"2xF"	"TxTxT"	97044
"138x500"	"2xF"	"TxTxT"	113284
"138x500"	"2xF"	"TxTxT"	98716
"138x500"	"2xF"	"TxTxT"	94176
"597xT"	"100x32"	"CMOVxTxF"	814664
"597xT"	"100x32"	"CMOVxTxF"	816084
"597xT"	"100x32"	"CMOVxTxF"	817420
"597xT"	"100x32"	"CMOVxTxF"	827196
"597xT"	"100x32"	"CMOVxTxF"	818212
"597xT"	"1000xF"	"TxTxT"	843548
"597xT"	"1000xF"	"TxTxT"	844004
"597xT"	"1000xF"	"TxTxT"	839776
"597xT"	"1000xF"	"TxTxT"	843368
"597xT"	"1000xF"	"TxTxT"	842028
"898885xT"	"Tx32"	"FxTxT"	3685200128
"898885xT"	"Tx32"	"FxTxT"	3682801432
"898885xT"	"Tx32"	"FxTxT"	3683074144
"898885xT"	"Tx32"	"FxTxT"	3683582084
"898885xT"	"Tx32"	"FxTxT"	3681312336
"16777216x10"	"10x8"	"CMOVxFxF"	15860732148
"16777216x10"	"10x8"	"CMOVxFxF"	15841962816
"16777216x10"	"10x8"	"CMOVxFxF"	16099892076
"16777216x10"	"10x8"	"CMOVxFxF"	16922494216
"16777216x10"	"10x8"	"CMOVxFxF"	14542685456
"3883400xT"	"5x16"	"CMOVxFxF"	6730576928
"3883400xT"	"5x16"	"CMOVxFxF"	7031037772
"3883400xT"	"5x16"	"CMOVxFxF"	7636364748
"3883400xT"	"5x16"	"CMOVxFxF"	7861943744
"3883400xT"	"5x16"	"CMOVxFxF"	6888476672
"3883400xF"	"50x32"	"CMOVxTxT"	5569149036
"3883400xF"	"50x32"	"CMOVxTxT"	5899710608
"3883400xF"	"50x32"	"CMOVxTxT"	5661794212
"3883400xF"	"50x32"	"CMOVxTxT"	5592865304
"3883400xF"	"50x32"	"CMOVxTxT"	5635743280
"597xF"	"5xF"	"CMOVxTxF"	542084
"597xF"	"5xF"	"CMOVxTxF"	572112
"597xF"	"5xF"	"CMOVxTxF"	600740
"597xF"	"5xF"	"CMOVxTxF"	610788
"597xF"	"5xF"	"CMOVxTxF"	568344
"32xF"	"Tx16"	"TxFxT"	25508
"32xF"	"Tx16"	"TxFxT"	23756
"32xF"	"Tx16"	"TxFxT"	24356
"32xF"	"Tx16"	"TxFxT"	24832
"32xF"	"Tx16"	"TxFxT"	24728
"208064x500"	"Fx8"	"CMOVxTxT"	64464912
"208064x500"	"Fx8"	"CMOVxTxT"	64456448
"208064x500"	"Fx8"	"CMOVxTxT"	64445820
"208064x500"	"Fx8"	"CMOVxTxT"	64465896
"208064x500"	"Fx8"	"CMOVxTxT"	64372984
"2580x10"	"1000x16"	"CMOVxFxF"	4919196
"2580x10"	"1000x16"	"CMOVxFxF"	4906496
"2580x10"	"1000x16"	"CMOVxFxF"	4898360
"2580x10"	"1000x16"	"CMOVxFxF"	4870708
"2580x10"	"1000x16"	"CMOVxFxF"	4893196
"208064x500"	"1xF"	"CMOVxFxF"	336278444
"208064x500"	"1xF"	"CMOVxFxF"	360918832
"208064x500"	"1xF"	"CMOVxFxF"	374206520
"208064x500"	"1xF"	"CMOVxFxF"	351529976
"208064x500"	"1xF"	"CMOVxFxF"	352911032
"597x500"	"1x32"	"TxTxT"	343352
"597x500"	"1x32"	"TxTxT"	451688
"597x500"	"1x32"	"TxTxT"	292628
"597x500"	"1x32"	"TxTxT"	336500
"597x500"	"1x32"	"TxTxT"	300872
"16777216x10"	"Tx8"	"FxTxF"	89552826152
"16777216x10"	"Tx8"	"FxTxF"	89808700916
"16777216x10"	"Tx8"	"FxTxF"	89457290828
"16777216x10"	"Tx8"	"FxTxF"	89454362776
"16777216x10"	"Tx8"	"FxTxF"	91759615200
"898885x10"	"2xF"	"TxTxF"	1574732716
"898885x10"	"2xF"	"TxTxF"	1546816024
"898885x10"	"2xF"	"TxTxF"	1608638900
"898885x10"	"2xF"	"TxTxF"	1611376432
"898885x10"	"2xF"	"TxTxF"	1560139348
"48160x500"	"100x32"	"TxFxF"	83551840
"48160x500"	"100x32"	"TxFxF"	84075300
"48160x500"	"100x32"	"TxFxF"	82816612
"48160x500"	"100x32"	"TxFxF"	84043820
"48160x500"	"100x32"	"TxFxF"	83530520
"11148x500"	"2x8"	"CMOVxFxT"	7188712
"11148x500"	"2x8"	"CMOVxFxT"	6839692
"11148x500"	"2x8"	"CMOVxFxT"	5160364
"11148x500"	"2x8"	"CMOVxFxT"	5772476
"11148x500"	"2x8"	"CMOVxFxT"	7591300
"597x10"	"50x32"	"FxFxF"	847436
"597x10"	"50x32"	"FxFxF"	863800
"597x10"	"50x32"	"FxFxF"	825636
"597x10"	"50x32"	"FxFxF"	842428
"597x10"	"50x32"	"FxFxF"	843416
"138x500"	"500xF"	"CMOVxFxF"	158632
"138x500"	"500xF"	"CMOVxFxF"	158424
"138x500"	"500xF"	"CMOVxFxF"	158404
"138x500"	"500xF"	"CMOVxFxF"	158108
"138x500"	"500xF"	"CMOVxFxF"	158828
"16777216xF"	"5x8"	"CMOVxTxF"	12308852240
"16777216xF"	"5x8"	"CMOVxTxF"	13565974028
"16777216xF"	"5x8"	"CMOVxTxF"	12332147404
"16777216xF"	"5x8"	"CMOVxTxF"	12280256020
"16777216xF"	"5x8"	"CMOVxTxF"	11801918436
"11148xT"	"50x16"	"CMOVxTxF"	16664144
"11148xT"	"50x16"	"CMOVxTxF"	15809252
"11148xT"	"50x16"	"CMOVxTxF"	16382240
"11148xT"	"50x16"	"CMOVxTxF"	15895608
"11148xT"	"50x16"	"CMOVxTxF"	16342616
"898885x500"	"Fx8"	"TxFxF"	288112780
"898885x500"	"Fx8"	"TxFxF"	288263088
"898885x500"	"Fx8"	"TxFxF"	288283100
"898885x500"	"Fx8"	"TxFxF"	288319068
"898885x500"	"Fx8"	"TxFxF"	288317720
"138xF"	"5x16"	"CMOVxFxT"	98864
"138xF"	"5x16"	"CMOVxFxT"	106508
"138xF"	"5x16"	"CMOVxFxT"	112284
"138xF"	"5x16"	"CMOVxFxT"	98044
"138xF"	"5x16"	"CMOVxFxT"	107140
"3883400x10"	"5x8"	"FxTxF"	3116882684
"3883400x10"	"5x8"	"FxTxF"	3187433804
"3883400x10"	"5x8"	"FxTxF"	3442587588
"3883400x10"	"5x8"	"FxTxF"	3585480764
"3883400x10"	"5x8"	"FxTxF"	3091137712
"48160x500"	"1000x8"	"FxTxT"	96408780
"48160x500"	"1000x8"	"FxTxT"	96131592
"48160x500"	"1000x8"	"FxTxT"	95796200
"48160x500"	"1000x8"	"FxTxT"	96313504
"48160x500"	"1000x8"	"FxTxT"	95887476
"11148x500"	"100xF"	"CMOVxFxF"	20268144
"11148x500"	"100xF"	"CMOVxFxF"	20012396
"11148x500"	"100xF"	"CMOVxFxF"	20141540
"11148x500"	"100xF"	"CMOVxFxF"	19764872
"11148x500"	"100xF"	"CMOVxFxF"	20178772
"48160xT"	"2x32"	"TxTxT"	43398676
"48160xT"	"2x32"	"TxTxT"	33133584
"48160xT"	"2x32"	"TxTxT"	38103020
"48160xT"	"2x32"	"TxTxT"	39787460
"48160xT"	"2x32"	"TxTxT"	43586744
"208064x10"	"Fx32"	"FxTxF"	102128128
"208064x10"	"Fx32"	"FxTxF"	102152400
"208064x10"	"Fx32"	"FxTxF"	102126512
"208064x10"	"Fx32"	"FxTxF"	102206248
"208064x10"	"Fx32"	"FxTxF"	102079348
"48160x10"	"1x16"	"CMOVxTxT"	28819352
"48160x10"	"1x16"	"CMOVxTxT"	18211192
"48160x10"	"1x16"	"CMOVxTxT"	26576892
"48160x10"	"1x16"	"CMOVxTxT"	24768052
"48160x10"	"1x16"	"CMOVxTxT"	18561324
"11148x10"	"100xF"	"TxTxT"	18525776
"11148x10"	"100xF"	"TxTxT"	18280820
"11148x10"	"100xF"	"TxTxT"	18408196
"11148x10"	"100xF"	"TxTxT"	18068564
"11148x10"	"100xF"	"TxTxT"	18415132
"208064x500"	"Tx32"	"TxTxF"	644896888
"208064x500"	"Tx32"	"TxTxF"	644700480
"208064x500"	"Tx32"	"TxTxF"	645143400
"208064x500"	"Tx32"	"TxTxF"	644876296
"208064x500"	"Tx32"	"TxTxF"	644905792
"138xF"	"10x16"	"TxFxT"	107128
"138xF"	"10x16"	"TxFxT"	112972
"138xF"	"10x16"	"TxFxT"	131968
"138xF"	"10x16"	"TxFxT"	110344
"138xF"	"10x16"	"TxFxT"	113808
"3883400x10"	"500x8"	"CMOVxTxT"	7162157868
"3883400x10"	"500x8"	"CMOVxTxT"	7190549692
"3883400x10"	"500x8"	"CMOVxTxT"	7163667284
"3883400x10"	"500x8"	"CMOVxTxT"	7150201796
"3883400x10"	"500x8"	"CMOVxTxT"	7147275676
"11148xT"	"1x8"	"CMOVxTxT"	4319944
"11148xT"	"1x8"	"CMOVxTxT"	4183020
"11148xT"	"1x8"	"CMOVxTxT"	4297648
"11148xT"	"1x8"	"CMOVxTxT"	4655764
"11148xT"	"1x8"	"CMOVxTxT"	4360624
"208064x10"	"Fx16"	"TxTxT"	77077936
"208064x10"	"Fx16"	"TxTxT"	77065384
"208064x10"	"Fx16"	"TxTxT"	77123408
"208064x10"	"Fx16"	"TxTxT"	77060284
"208064x10"	"Fx16"	"TxTxT"	76986724
"898885x500"	"1x32"	"TxTxF"	553701872
"898885x500"	"1x32"	"TxTxF"	451302472
"898885x500"	"1x32"	"TxTxF"	542818196
"898885x500"	"1x32"	"TxTxF"	624089116
"898885x500"	"1x32"	"TxTxF"	599118164
"2580xF"	"2x8"	"FxFxF"	1733156
"2580xF"	"2x8"	"FxFxF"	1117056
"2580xF"	"2x8"	"FxFxF"	1839104
"2580xF"	"2x8"	"FxFxF"	2076448
"2580xF"	"2x8"	"FxFxF"	1985896
"2580x10"	"5x32"	"FxTxF"	2482760
"2580x10"	"5x32"	"FxTxF"	2294104
"2580x10"	"5x32"	"FxTxF"	2780644
"2580x10"	"5x32"	"FxTxF"	2752200
"2580x10"	"5x32"	"FxTxF"	2537144
"48160x10"	"500x8"	"FxTxF"	92146384
"48160x10"	"500x8"	"FxTxF"	92884980
"48160x10"	"500x8"	"FxTxF"	92002264
"48160x10"	"500x8"	"FxTxF"	91918580
"48160x10"	"500x8"	"FxTxF"	92224752
"11148x10"	"1000x16"	"TxFxF"	23517156
"11148x10"	"1000x16"	"TxFxF"	23408724
"11148x10"	"1000x16"	"TxFxF"	23461352
"11148x10"	"1000x16"	"TxFxF"	23351436
"11148x10"	"1000x16"	"TxFxF"	23421456
"48160xT"	"2x16"	"FxFxF"	44702048
"48160xT"	"2x16"	"FxFxF"	32491964
"48160xT"	"2x16"	"FxFxF"	36683104
"48160xT"	"2x16"	"FxFxF"	40145512
"48160xT"	"2x16"	"FxFxF"	43971592
"32x500"	"10x32"	"CMOVxFxF"	22016
"32x500"	"10x32"	"CMOVxFxF"	22988
"32x500"	"10x32"	"CMOVxFxF"	23620
"32x500"	"10x32"	"CMOVxFxF"	24552
"32x500"	"10x32"	"CMOVxFxF"	24000
"2580x500"	"500xF"	"TxTxF"	4428412
"2580x500"	"500xF"	"TxTxF"	4374944
"2580x500"	"500xF"	"TxTxF"	4386488
"2580x500"	"500xF"	"TxTxF"	4381740
"2580x500"	"500xF"	"TxTxF"	4393152
"32x500"	"FxF"	"CMOVxFxT"	15412
"32x500"	"FxF"	"CMOVxFxT"	15484
"32x500"	"FxF"	"CMOVxFxT"	15432
"32x500"	"FxF"	"CMOVxFxT"	15380
"32x500"	"FxF"	"CMOVxFxT"	15264
"32xF"	"Fx16"	"TxTxF"	10412
"32xF"	"Fx16"	"TxTxF"	10484
"32xF"	"Fx16"	"TxTxF"	10504
"32xF"	"Fx16"	"TxTxF"	10440
"32xF"	"Fx16"	"TxTxF"	10400
"3883400x10"	"100xF"	"TxTxF"	9238154076
"3883400x10"	"100xF"	"TxTxF"	9257850176
"3883400x10"	"100xF"	"TxTxF"	9226871172
"3883400x10"	"100xF"	"TxTxF"	9207791264
"3883400x10"	"100xF"	"TxTxF"	9155038956
"2580x500"	"10x8"	"FxTxF"	2510768
"2580x500"	"10x8"	"FxTxF"	2439548
"2580x500"	"10x8"	"FxTxF"	2533368
"2580x500"	"10x8"	"FxTxF"	2490416
"2580x500"	"10x8"	"FxTxF"	2401372
"208064x10"	"Fx8"	"FxFxF"	70727444
"208064x10"	"Fx8"	"FxFxF"	70737076
"208064x10"	"Fx8"	"FxFxF"	70836792
"208064x10"	"Fx8"	"FxFxF"	70695276
"208064x10"	"Fx8"	"FxFxF"	70657404
"48160xF"	"500x32"	"FxTxT"	93412392
"48160xF"	"500x32"	"FxTxT"	94079140
"48160xF"	"500x32"	"FxTxT"	93224012
"48160xF"	"500x32"	"FxTxT"	93139632
"48160xF"	"500x32"	"FxTxT"	93465508
"16777216xT"	"1000xF"	"TxFxF"	91982124676
"16777216xT"	"1000xF"	"TxFxF"	92084102584
"16777216xT"	"1000xF"	"TxFxF"	92033229860
"16777216xT"	"1000xF"	"TxFxF"	91884112424
"16777216xT"	"1000xF"	"TxFxF"	92614892940
"208064x10"	"50x16"	"CMOVxFxF"	305784504
"208064x10"	"50x16"	"CMOVxFxF"	307523712
"208064x10"	"50x16"	"CMOVxFxF"	308680984
"208064x10"	"50x16"	"CMOVxFxF"	301524804
"208064x10"	"50x16"	"CMOVxFxF"	313228788
"32xT"	"50xF"	"CMOVxFxF"	25148
"32xT"	"50xF"	"CMOVxFxF"	23648
"32xT"	"50xF"	"CMOVxFxF"	24508
"32xT"	"50xF"	"CMOVxFxF"	24680
"32xT"	"50xF"	"CMOVxFxF"	24716
"16777216x10"	"TxF"	"TxTxT"	85185851456
"16777216x10"	"TxF"	"TxTxT"	85812891932
"16777216x10"	"TxF"	"TxTxT"	85114498784
"16777216x10"	"TxF"	"TxTxT"	85083839200
"16777216x10"	"TxF"	"TxTxT"	87642974912
"48160xF"	"1x16"	"CMOVxTxF"	29648124
"48160xF"	"1x16"	"CMOVxTxF"	18776500
"48160xF"	"1x16"	"CMOVxTxF"	27418996
"48160xF"	"1x16"	"CMOVxTxF"	25589252
"48160xF"	"1x16"	"CMOVxTxF"	19172336
"898885xT"	"1000x32"	"TxTxF"	2655420120
"898885xT"	"1000x32"	"TxTxF"	2640587208
"898885xT"	"1000x32"	"TxTxF"	2657895228
"898885xT"	"1000x32"	"TxTxF"	2654681912
"898885xT"	"1000x32"	"TxTxF"	2644490100
"32x500"	"Tx8"	"FxFxF"	29596
"32x500"	"Tx8"	"FxFxF"	28372
"32x500"	"Tx8"	"FxFxF"	28840
"32x500"	"Tx8"	"FxFxF"	29224
"32x500"	"Tx8"	"FxFxF"	29284
"48160x500"	"1xF"	"FxFxT"	71319052
"48160x500"	"1xF"	"FxFxT"	66287972
"48160x500"	"1xF"	"FxFxT"	69736284
"48160x500"	"1xF"	"FxFxT"	68413692
"48160x500"	"1xF"	"FxFxT"	66279708
"597xF"	"50xF"	"FxFxF"	832220
"597xF"	"50xF"	"FxFxF"	844692
"597xF"	"50xF"	"FxFxF"	817868
"597xF"	"50xF"	"FxFxF"	843036
"597xF"	"50xF"	"FxFxF"	824328
"597x10"	"50x8"	"FxTxF"	796872
"597x10"	"50x8"	"FxTxF"	815064
"597x10"	"50x8"	"FxTxF"	774180
"597x10"	"50x8"	"FxTxF"	782548
"597x10"	"50x8"	"FxTxF"	797116
"48160x10"	"1x8"	"FxTxT"	26714112
"48160x10"	"1x8"	"FxTxT"	14555892
"48160x10"	"1x8"	"FxTxT"	23843436
"48160x10"	"1x8"	"FxTxT"	21582712
"48160x10"	"1x8"	"FxTxT"	14966180
"11148xF"	"10x32"	"TxTxT"	12281628
"11148xF"	"10x32"	"TxTxT"	10988964
"11148xF"	"10x32"	"TxTxT"	11485124
"11148xF"	"10x32"	"TxTxT"	11737836
"11148xF"	"10x32"	"TxTxT"	10879000
"3883400xT"	"2x32"	"CMOVxTxT"	5237060492
"3883400xT"	"2x32"	"CMOVxTxT"	4293356796
"3883400xT"	"2x32"	"CMOVxTxT"	6114270124
"3883400xT"	"2x32"	"CMOVxTxT"	5696249988
"3883400xT"	"2x32"	"CMOVxTxT"	5399433076
"597x500"	"1000x8"	"FxFxT"	950256
"597x500"	"1000x8"	"FxFxT"	953204
"597x500"	"1000x8"	"FxFxT"	951100
"597x500"	"1000x8"	"FxFxT"	954164
"597x500"	"1000x8"	"FxFxT"	955032
"48160xF"	"500xF"	"CMOVxTxT"	96444632
"48160xF"	"500xF"	"CMOVxTxT"	96896840
"48160xF"	"500xF"	"CMOVxTxT"	96137304
"48160xF"	"500xF"	"CMOVxTxT"	96430100
"48160xF"	"500xF"	"CMOVxTxT"	96571600
"32xT"	"1x8"	"CMOVxFxT"	18728
"32xT"	"1x8"	"CMOVxFxT"	15488
"32xT"	"1x8"	"CMOVxFxT"	16324
"32xT"	"1x8"	"CMOVxFxT"	16332
"32xT"	"1x8"	"CMOVxFxT"	15572
"32x10"	"2x8"	"CMOVxTxF"	19060
"32x10"	"2x8"	"CMOVxTxF"	17464
"32x10"	"2x8"	"CMOVxTxF"	17360
"32x10"	"2x8"	"CMOVxTxF"	18584
"32x10"	"2x8"	"CMOVxTxF"	20004
"3883400xF"	"5x32"	"TxFxT"	3639674468
"3883400xF"	"5x32"	"TxFxT"	3735435992
"3883400xF"	"5x32"	"TxFxT"	4020766404
"3883400xF"	"5x32"	"TxFxT"	4143170592
"3883400xF"	"5x32"	"TxFxT"	3651959296
"3883400xF"	"1000xF"	"FxFxT"	10786315700
"3883400xF"	"1000xF"	"FxFxT"	10809168648
"3883400xF"	"1000xF"	"FxFxT"	10792404032
"3883400xF"	"1000xF"	"FxFxT"	10748884316
"3883400xF"	"1000xF"	"FxFxT"	10777169060
"138xT"	"5x16"	"TxFxT"	98776
"138xT"	"5x16"	"TxFxT"	107104
"138xT"	"5x16"	"TxFxT"	112816
"138xT"	"5x16"	"TxFxT"	99012
"138xT"	"5x16"	"TxFxT"	107548
"11148x500"	"50x8"	"CMOVxTxT"	14731036
"11148x500"	"50x8"	"CMOVxTxT"	13986968
"11148x500"	"50x8"	"CMOVxTxT"	14493120
"11148x500"	"50x8"	"CMOVxTxT"	13990356
"11148x500"	"50x8"	"CMOVxTxT"	14273748
"898885x500"	"Tx32"	"CMOVxFxT"	3351647772
"898885x500"	"Tx32"	"CMOVxFxT"	3354810692
"898885x500"	"Tx32"	"CMOVxFxT"	3354062328
"898885x500"	"Tx32"	"CMOVxFxT"	3356861400
"898885x500"	"Tx32"	"CMOVxFxT"	3354320568
"597xT"	"5x8"	"CMOVxFxF"	365700
"597xT"	"5x8"	"CMOVxFxF"	402200
"597xT"	"5x8"	"CMOVxFxF"	487372
"597xT"	"5x8"	"CMOVxFxF"	525472
"597xT"	"5x8"	"CMOVxFxF"	398416
"597xF"	"1000x8"	"TxTxF"	914980
"597xF"	"1000x8"	"TxTxF"	917636
"597xF"	"1000x8"	"TxTxF"	914304
"597xF"	"1000x8"	"TxTxF"	917172
"597xF"	"1000x8"	"TxTxF"	918220
"11148x10"	"1000x8"	"TxFxT"	22617388
"11148x10"	"1000x8"	"TxFxT"	22480604
"11148x10"	"1000x8"	"TxFxT"	22526500
"11148x10"	"1000x8"	"TxFxT"	22478696
"11148x10"	"1000x8"	"TxFxT"	22502824
"208064x500"	"5x16"	"FxFxT"	177014880
"208064x500"	"5x16"	"FxFxT"	202284704
"208064x500"	"5x16"	"FxFxT"	197423292
"208064x500"	"5x16"	"FxFxT"	173986992
"208064x500"	"5x16"	"FxFxT"	199282604
"2580xT"	"50x8"	"CMOVxTxF"	3439592
"2580xT"	"50x8"	"CMOVxTxF"	3388896
"2580xT"	"50x8"	"CMOVxTxF"	3333108
"2580xT"	"50x8"	"CMOVxTxF"	3347752
"2580xT"	"50x8"	"CMOVxTxF"	3417596
"138x10"	"1000x32"	"TxTxT"	148680
"138x10"	"1000x32"	"TxTxT"	148372
"138x10"	"1000x32"	"TxTxT"	148108
"138x10"	"1000x32"	"TxTxT"	148008
"138x10"	"1000x32"	"TxTxT"	148448
"597x500"	"1x16"	"FxFxF"	348520
"597x500"	"1x16"	"FxFxF"	476712
"597x500"	"1x16"	"FxFxF"	291148
"597x500"	"1x16"	"FxFxF"	327224
"597x500"	"1x16"	"FxFxF"	301536
"898885xF"	"Fx16"	"FxTxT"	349917112
"898885xF"	"Fx16"	"FxTxT"	349977196
"898885xF"	"Fx16"	"FxTxT"	349976388
"898885xF"	"Fx16"	"FxTxT"	350135392
"898885xF"	"Fx16"	"FxTxT"	349931564
"16777216x500"	"TxF"	"FxFxF"	92326731340
"16777216x500"	"TxF"	"FxFxF"	92570182048
"16777216x500"	"TxF"	"FxFxF"	92314363000
"16777216x500"	"TxF"	"FxFxF"	92241526464
"16777216x500"	"TxF"	"FxFxF"	93636282120
"2580x10"	"5x16"	"TxTxT"	2099028
"2580x10"	"5x16"	"TxTxT"	1925936
"2580x10"	"5x16"	"TxTxT"	2391372
"2580x10"	"5x16"	"TxTxT"	2360256
"2580x10"	"5x16"	"TxTxT"	2162736
"597x10"	"500x16"	"TxFxF"	942220
"597x10"	"500x16"	"TxFxF"	943868
"597x10"	"500x16"	"TxFxF"	958312
"597x10"	"500x16"	"TxFxF"	944792
"597x10"	"500x16"	"TxFxF"	941900
"2580xF"	"100x32"	"CMOVxTxT"	3831380
"2580xF"	"100x32"	"CMOVxTxT"	3776628
"2580xF"	"100x32"	"CMOVxTxT"	3772412
