"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Cycles
"898885x10"	"10xF"	"CMOVxFxF"	1868429848
"898885x10"	"10xF"	"CMOVxFxF"	1807980628
"898885x10"	"10xF"	"CMOVxFxF"	1845255000
"898885x10"	"10xF"	"CMOVxFxF"	1862234084
"208064xF"	"100x8"	"TxTxF"	311691860
"208064xF"	"100x8"	"TxTxF"	310558784
"208064xF"	"100x8"	"TxTxF"	315078140
"208064xF"	"100x8"	"TxTxF"	307024608
"208064xF"	"100x8"	"TxTxF"	314434280
"16777216x10"	"1x16"	"TxFxT"	9491060144
"16777216x10"	"1x16"	"TxFxT"	9399913936
"16777216x10"	"1x16"	"TxFxT"	10513294688
"16777216x10"	"1x16"	"TxFxT"	10731779060
"16777216x10"	"1x16"	"TxFxT"	9568674036
"2580x500"	"1x32"	"FxFxT"	1984468
"2580x500"	"1x32"	"FxFxT"	1303100
"2580x500"	"1x32"	"FxFxT"	1391536
"2580x500"	"1x32"	"FxFxT"	1433024
"2580x500"	"1x32"	"FxFxT"	1742076
"597x500"	"10x32"	"TxTxF"	564340
"597x500"	"10x32"	"TxTxF"	632804
"597x500"	"10x32"	"TxTxF"	590048
"597x500"	"10x32"	"TxTxF"	603828
"597x500"	"10x32"	"TxTxF"	622236
"898885x10"	"TxF"	"FxTxF"	3266052708
"898885x10"	"TxF"	"FxTxF"	3267863584
"898885x10"	"TxF"	"FxTxF"	3269879816
"898885x10"	"TxF"	"FxTxF"	3265785208
"898885x10"	"TxF"	"FxTxF"	3268484332
"3883400x10"	"1x32"	"CMOVxTxF"	2296737204
"3883400x10"	"1x32"	"CMOVxTxF"	2268321700
"3883400x10"	"1x32"	"CMOVxTxF"	3135895024
"3883400x10"	"1x32"	"CMOVxTxF"	2595867496
"3883400x10"	"1x32"	"CMOVxTxF"	2871940316
"597xF"	"500x32"	"TxFxF"	918580
"597xF"	"500x32"	"TxFxF"	920524
"597xF"	"500x32"	"TxFxF"	919280
"597xF"	"500x32"	"TxFxF"	920092
"597xF"	"500x32"	"TxFxF"	916500
"48160xT"	"500x32"	"CMOVxFxF"	111839528
"48160xT"	"500x32"	"CMOVxFxF"	112520228
"48160xT"	"500x32"	"CMOVxFxF"	111297148
"48160xT"	"500x32"	"CMOVxFxF"	111106380
"48160xT"	"500x32"	"CMOVxFxF"	111328920
"32xT"	"1000x16"	"CMOVxTxF"	26036
"32xT"	"1000x16"	"CMOVxTxF"	24408
"32xT"	"1000x16"	"CMOVxTxF"	24696
"32xT"	"1000x16"	"CMOVxTxF"	24888
"32xT"	"1000x16"	"CMOVxTxF"	25060
"16777216x500"	"Tx16"	"FxTxF"	89125388008
"16777216x500"	"Tx16"	"FxTxF"	89126167132
"16777216x500"	"Tx16"	"FxTxF"	89105171756
"16777216x500"	"Tx16"	"FxTxF"	90480249500
"16777216x500"	"Tx16"	"FxTxF"	90354925924
"138xF"	"10x32"	"TxFxF"	118024
"138xF"	"10x32"	"TxFxF"	120692
"138xF"	"10x32"	"TxFxF"	137128
"138xF"	"10x32"	"TxFxF"	118184
"138xF"	"10x32"	"TxFxF"	120108
"48160x500"	"50x16"	"CMOVxFxT"	72073076
"48160x500"	"50x16"	"CMOVxFxT"	71562540
"48160x500"	"50x16"	"CMOVxFxT"	68276240
"48160x500"	"50x16"	"CMOVxFxT"	72007140
"48160x500"	"50x16"	"CMOVxFxT"	70059376
"138x10"	"5xF"	"CMOVxFxF"	113104
"138x10"	"5xF"	"CMOVxFxF"	123468
"138x10"	"5xF"	"CMOVxFxF"	126244
"138x10"	"5xF"	"CMOVxFxF"	116932
"138x10"	"5xF"	"CMOVxFxF"	122740
"3883400x10"	"50x8"	"TxFxT"	5113587052
"3883400x10"	"50x8"	"TxFxT"	5463183136
"3883400x10"	"50x8"	"TxFxT"	5211872416
"3883400x10"	"50x8"	"TxFxT"	5132484708
"3883400x10"	"50x8"	"TxFxT"	5184848524
"208064x10"	"1000xF"	"CMOVxTxF"	484071632
"208064x10"	"1000xF"	"CMOVxTxF"	487152152
"208064x10"	"1000xF"	"CMOVxTxF"	487071012
"208064x10"	"1000xF"	"CMOVxTxF"	483676816
"208064x10"	"1000xF"	"CMOVxTxF"	485257360
"32xF"	"50xF"	"CMOVxTxF"	24204
"32xF"	"50xF"	"CMOVxTxF"	22616
"32xF"	"50xF"	"CMOVxTxF"	23436
"32xF"	"50xF"	"CMOVxTxF"	23688
"32xF"	"50xF"	"CMOVxTxF"	23668
"11148xF"	"500x32"	"TxTxF"	21233264
"11148xF"	"500x32"	"TxTxF"	21160176
"11148xF"	"500x32"	"TxTxF"	21211836
"11148xF"	"500x32"	"TxTxF"	21224140
"11148xF"	"500x32"	"TxTxF"	21266644
"597x10"	"2x32"	"FxFxT"	373000
"597x10"	"2x32"	"FxFxT"	490092
"597x10"	"2x32"	"FxFxT"	344880
"597x10"	"2x32"	"FxFxT"	356340
"597x10"	"2x32"	"FxFxT"	332312
"16777216xF"	"Tx16"	"FxTxT"	87025878292
"16777216xF"	"Tx16"	"FxTxT"	87149969232
"16777216xF"	"Tx16"	"FxTxT"	86963450088
"16777216xF"	"Tx16"	"FxTxT"	89402025736
"16777216xF"	"Tx16"	"FxTxT"	89228076912
"32xT"	"10x8"	"CMOVxTxT"	21068
"32xT"	"10x8"	"CMOVxTxT"	22628
"32xT"	"10x8"	"CMOVxTxT"	23356
"32xT"	"10x8"	"CMOVxTxT"	24724
"32xT"	"10x8"	"CMOVxTxT"	24468
"3883400x10"	"5xF"	"TxTxT"	7521785260
"3883400x10"	"5xF"	"TxTxT"	7677288832
"3883400x10"	"5xF"	"TxTxT"	7818867068
"3883400x10"	"5xF"	"TxTxT"	7786566536
"3883400x10"	"5xF"	"TxTxT"	7658714736
"597x10"	"Tx8"	"CMOVxTxT"	884076
"597x10"	"Tx8"	"CMOVxTxT"	903324
"597x10"	"Tx8"	"CMOVxTxT"	885268
"597x10"	"Tx8"	"CMOVxTxT"	885364
"597x10"	"Tx8"	"CMOVxTxT"	887824
"48160x10"	"Fx8"	"TxTxF"	14786076
"48160x10"	"Fx8"	"TxTxF"	14770196
"48160x10"	"Fx8"	"TxTxF"	14754572
"48160x10"	"Fx8"	"TxTxF"	14733052
"48160x10"	"Fx8"	"TxTxF"	14729164
"3883400x500"	"Fx16"	"FxFxF"	1727712124
"3883400x500"	"Fx16"	"FxFxF"	1727030636
"3883400x500"	"Fx16"	"FxFxF"	1727584960
"3883400x500"	"Fx16"	"FxFxF"	1726242752
"3883400x500"	"Fx16"	"FxFxF"	1727260916
"16777216x500"	"500xF"	"CMOVxTxF"	45922769960
"16777216x500"	"500xF"	"CMOVxTxF"	45932202384
"16777216x500"	"500xF"	"CMOVxTxF"	45959359552
"16777216x500"	"500xF"	"CMOVxTxF"	46064742132
"16777216x500"	"500xF"	"CMOVxTxF"	45809217692
"16777216xF"	"50x32"	"FxTxF"	24459609292
"16777216xF"	"50x32"	"FxTxF"	24604957136
"16777216xF"	"50x32"	"FxTxF"	24577104028
"16777216xF"	"50x32"	"FxTxF"	24963435020
"16777216xF"	"50x32"	"FxTxF"	24906877216
"11148xT"	"500x16"	"FxFxF"	23013228
"11148xT"	"500x16"	"FxFxF"	22924700
"11148xT"	"500x16"	"FxFxF"	23042436
"11148xT"	"500x16"	"FxFxF"	22967840
"11148xT"	"500x16"	"FxFxF"	22981468
"11148xT"	"500x32"	"TxTxT"	20916472
"11148xT"	"500x32"	"TxTxT"	20919324
"11148xT"	"500x32"	"TxTxT"	20867384
"11148xT"	"500x32"	"TxTxT"	20929436
"11148xT"	"500x32"	"TxTxT"	20959172
"32x500"	"Tx32"	"FxTxF"	26608
"32x500"	"Tx32"	"FxTxF"	25224
"32x500"	"Tx32"	"FxTxF"	25776
"32x500"	"Tx32"	"FxTxF"	25916
"32x500"	"Tx32"	"FxTxF"	26096
"597x10"	"1000xF"	"TxTxF"	865916
"597x10"	"1000xF"	"TxTxF"	867772
"597x10"	"1000xF"	"TxTxF"	864252
"597x10"	"1000xF"	"TxTxF"	883072
"597x10"	"1000xF"	"TxTxF"	867552
"2580x500"	"10xF"	"TxTxT"	3174032
"2580x500"	"10xF"	"TxTxT"	3027060
"2580x500"	"10xF"	"TxTxT"	3198192
"2580x500"	"10xF"	"TxTxT"	3077996
"2580x500"	"10xF"	"TxTxT"	3046564
"208064x10"	"1x32"	"CMOVxFxT"	112919012
"208064x10"	"1x32"	"CMOVxFxT"	156716996
"208064x10"	"1x32"	"CMOVxFxT"	179093592
"208064x10"	"1x32"	"CMOVxFxT"	143521504
"208064x10"	"1x32"	"CMOVxFxT"	134990744
"48160x500"	"100x16"	"TxFxT"	78213012
"48160x500"	"100x16"	"TxFxT"	78770336
"48160x500"	"100x16"	"TxFxT"	77472176
"48160x500"	"100x16"	"TxFxT"	78776044
"48160x500"	"100x16"	"TxFxT"	78214616
"138xF"	"2xF"	"FxFxF"	103572
"138xF"	"2xF"	"FxFxF"	111252
"138xF"	"2xF"	"FxFxF"	129212
"138xF"	"2xF"	"FxFxF"	113040
"138xF"	"2xF"	"FxFxF"	107304
"2580x10"	"50x32"	"TxFxT"	3723672
"2580x10"	"50x32"	"TxFxT"	3724972
"2580x10"	"50x32"	"TxFxT"	3619336
"2580x10"	"50x32"	"TxFxT"	3639328
"2580x10"	"50x32"	"TxFxT"	3735524
"138x500"	"2x8"	"FxTxF"	59932
"138x500"	"2x8"	"FxTxF"	69104
"138x500"	"2x8"	"FxTxF"	108176
"138x500"	"2x8"	"FxTxF"	78736
"138x500"	"2x8"	"FxTxF"	75216
"208064xF"	"FxF"	"FxFxT"	321219208
"208064xF"	"FxF"	"FxFxT"	321057948
"208064xF"	"FxF"	"FxFxT"	321035128
"208064xF"	"FxF"	"FxFxT"	321017732
"208064xF"	"FxF"	"FxFxT"	320982068
"898885xT"	"TxF"	"CMOVxTxT"	3638809256
"898885xT"	"TxF"	"CMOVxTxT"	3636111348
"898885xT"	"TxF"	"CMOVxTxT"	3641563932
"898885xT"	"TxF"	"CMOVxTxT"	3630311556
"898885xT"	"TxF"	"CMOVxTxT"	3630850724
"898885xT"	"500x8"	"TxFxF"	2468210972
"898885xT"	"500x8"	"TxFxF"	2451822596
"898885xT"	"500x8"	"TxFxF"	2465163720
"898885xT"	"500x8"	"TxFxF"	2482996932
"898885xT"	"500x8"	"TxFxF"	2447427156
"138x10"	"50x16"	"FxFxT"	156760
"138x10"	"50x16"	"FxFxT"	156104
"138x10"	"50x16"	"FxFxT"	156304
"138x10"	"50x16"	"FxFxT"	155168
"138x10"	"50x16"	"FxFxT"	154108
"597x500"	"50xF"	"CMOVxTxT"	738860
"597x500"	"50xF"	"CMOVxTxT"	748760
"597x500"	"50xF"	"CMOVxTxT"	722800
"597x500"	"50xF"	"CMOVxTxT"	731468
"597x500"	"50xF"	"CMOVxTxT"	743932
"48160xF"	"50x8"	"TxFxF"	68798644
"48160xF"	"50x8"	"TxFxF"	68386504
"48160xF"	"50x8"	"TxFxF"	65176612
"48160xF"	"50x8"	"TxFxF"	68994336
"48160xF"	"50x8"	"TxFxF"	67079356
"2580xF"	"50x16"	"TxTxF"	3561744
"2580xF"	"50x16"	"TxTxF"	3507632
"2580xF"	"50x16"	"TxTxF"	3429988
"2580xF"	"50x16"	"TxTxF"	3469064
"2580xF"	"50x16"	"TxTxF"	3543200
"48160xT"	"100x32"	"FxTxT"	87243232
"48160xT"	"100x32"	"FxTxT"	87665868
"48160xT"	"100x32"	"FxTxT"	86275332
"48160xT"	"100x32"	"FxTxT"	87204100
"48160xT"	"100x32"	"FxTxT"	86961596
"48160x10"	"Tx8"	"TxFxT"	131876604
"48160x10"	"Tx8"	"TxFxT"	131819820
"48160x10"	"Tx8"	"TxFxT"	131782936
"48160x10"	"Tx8"	"TxFxT"	131852384
"48160x10"	"Tx8"	"TxFxT"	131743300
"3883400x500"	"1xF"	"CMOVxFxT"	7579330720
"3883400x500"	"1xF"	"CMOVxFxT"	7536135012
"3883400x500"	"1xF"	"CMOVxFxT"	8086926016
"3883400x500"	"1xF"	"CMOVxFxT"	7647223052
"3883400x500"	"1xF"	"CMOVxFxT"	7880325780
"11148x10"	"100x8"	"FxTxF"	17325712
"11148x10"	"100x8"	"FxTxF"	16976360
"11148x10"	"100x8"	"FxTxF"	17167188
"11148x10"	"100x8"	"FxTxF"	16872504
"11148x10"	"100x8"	"FxTxF"	17125800
"16777216xT"	"10x8"	"CMOVxTxF"	36972361040
"16777216xT"	"10x8"	"CMOVxTxF"	37416925208
"16777216xT"	"10x8"	"CMOVxTxF"	37810966256
"16777216xT"	"10x8"	"CMOVxTxF"	40048390648
"16777216xT"	"10x8"	"CMOVxTxF"	34409043340
"138xT"	"5x32"	"TxFxF"	109084
"138xT"	"5x32"	"TxFxF"	115712
"138xT"	"5x32"	"TxFxF"	118320
"138xT"	"5x32"	"TxFxF"	108956
"138xT"	"5x32"	"TxFxF"	118280
"11148x500"	"1xF"	"TxTxT"	13007752
"11148x500"	"1xF"	"TxTxT"	12931096
"11148x500"	"1xF"	"TxTxT"	12824316
"11148x500"	"1xF"	"TxTxT"	12929648
"11148x500"	"1xF"	"TxTxT"	12804952
"32x10"	"500x16"	"TxTxF"	25632
"32x10"	"500x16"	"TxTxF"	24056
"32x10"	"500x16"	"TxTxF"	24764
"32x10"	"500x16"	"TxTxF"	24800
"32x10"	"500x16"	"TxTxF"	25032
"898885xT"	"50xF"	"FxTxF"	2571563040
"898885xT"	"50xF"	"FxTxF"	2556690436
"898885xT"	"50xF"	"FxTxF"	2585465008
"898885xT"	"50xF"	"FxTxF"	2548138004
"898885xT"	"50xF"	"FxTxF"	2556168884
"898885xT"	"5x16"	"CMOVxTxF"	1006022248
"898885xT"	"5x16"	"CMOVxTxF"	1309990608
"898885xT"	"5x16"	"CMOVxTxF"	1002399828
"898885xT"	"5x16"	"CMOVxTxF"	1314930468
"898885xT"	"5x16"	"CMOVxTxF"	1186837584
"597x10"	"TxF"	"FxTxT"	855328
"597x10"	"TxF"	"FxTxT"	857452
"597x10"	"TxF"	"FxTxT"	854228
"597x10"	"TxF"	"FxTxT"	856696
"597x10"	"TxF"	"FxTxT"	855936
"48160xT"	"10x8"	"TxFxF"	53130320
"48160xT"	"10x8"	"TxFxF"	58593328
"48160xT"	"10x8"	"TxFxF"	49020292
"48160xT"	"10x8"	"TxFxF"	57851280
"48160xT"	"10x8"	"TxFxF"	55031548
"597x500"	"5xF"	"TxFxT"	552648
"597x500"	"5xF"	"TxFxT"	584948
"597x500"	"5xF"	"TxFxT"	615032
"597x500"	"5xF"	"TxFxT"	622704
"597x500"	"5xF"	"TxFxT"	579968
"3883400xT"	"2x16"	"FxTxT"	5011682812
"3883400xT"	"2x16"	"FxTxT"	4044389976
"3883400xT"	"2x16"	"FxTxT"	5917657968
"3883400xT"	"2x16"	"FxTxT"	5490393124
"3883400xT"	"2x16"	"FxTxT"	5227196012
"138x500"	"Fx32"	"CMOVxTxF"	58008
"138x500"	"Fx32"	"CMOVxTxF"	57360
"138x500"	"Fx32"	"CMOVxTxF"	57332
"138x500"	"Fx32"	"CMOVxTxF"	57328
"138x500"	"Fx32"	"CMOVxTxF"	56904
"16777216x10"	"500x32"	"CMOVxTxF"	33132263452
"16777216x10"	"500x32"	"CMOVxTxF"	33109662044
"16777216x10"	"500x32"	"CMOVxTxF"	33174625504
"16777216x10"	"500x32"	"CMOVxTxF"	33257176900
"16777216x10"	"500x32"	"CMOVxTxF"	33008058900
"3883400xF"	"1x16"	"TxTxT"	1890264248
"3883400xF"	"1x16"	"TxTxT"	1863553284
"3883400xF"	"1x16"	"TxTxT"	2715235256
"3883400xF"	"1x16"	"TxTxT"	2183201864
"3883400xF"	"1x16"	"TxTxT"	2454796200
"48160x10"	"2x8"	"CMOVxFxF"	32222144
"48160x10"	"2x8"	"CMOVxFxF"	22655544
"48160x10"	"2x8"	"CMOVxFxF"	27226572
"48160x10"	"2x8"	"CMOVxFxF"	29263524
"48160x10"	"2x8"	"CMOVxFxF"	32602372
"16777216xT"	"Fx32"	"FxTxT"	14997542880
"16777216xT"	"Fx32"	"FxTxT"	14983720040
"16777216xT"	"Fx32"	"FxTxT"	14982356240
"16777216xT"	"Fx32"	"FxTxT"	14982377456
"16777216xT"	"Fx32"	"FxTxT"	14993038356
"597x500"	"50x32"	"FxTxT"	780420
"597x500"	"50x32"	"FxTxT"	794888
"597x500"	"50x32"	"FxTxT"	781196
"597x500"	"50x32"	"FxTxT"	774052
"597x500"	"50x32"	"FxTxT"	774960
"48160xT"	"100xF"	"CMOVxTxT"	99168732
"48160xT"	"100xF"	"CMOVxTxT"	98938404
"48160xT"	"100xF"	"CMOVxTxT"	98008216
"48160xT"	"100xF"	"CMOVxTxT"	98108344
"48160xT"	"100xF"	"CMOVxTxT"	97790740
"2580xT"	"Tx32"	"TxFxT"	4887680
"2580xT"	"Tx32"	"TxFxT"	4894940
"2580xT"	"Tx32"	"TxFxT"	4880192
"2580xT"	"Tx32"	"TxFxT"	4884560
"2580xT"	"Tx32"	"TxFxT"	4880588
"597xF"	"500x16"	"TxFxT"	915492
"597xF"	"500x16"	"TxFxT"	899712
"597xF"	"500x16"	"TxFxT"	900172
"597xF"	"500x16"	"TxFxT"	900064
"597xF"	"500x16"	"TxFxT"	895996
"11148xF"	"50xF"	"CMOVxFxT"	18698588
"11148xF"	"50xF"	"CMOVxFxT"	18204012
"11148xF"	"50xF"	"CMOVxFxT"	18589836
"11148xF"	"50xF"	"CMOVxFxT"	18073412
"11148xF"	"50xF"	"CMOVxFxT"	18335372
"597xT"	"Tx8"	"CMOVxFxT"	933140
"597xT"	"Tx8"	"CMOVxFxT"	936404
"597xT"	"Tx8"	"CMOVxFxT"	932692
"597xT"	"Tx8"	"CMOVxFxT"	935884
"597xT"	"Tx8"	"CMOVxFxT"	936492
"898885xT"	"FxF"	"CMOVxFxF"	2090229784
"898885xT"	"FxF"	"CMOVxFxF"	2090707280
"898885xT"	"FxF"	"CMOVxFxF"	2092786888
"898885xT"	"FxF"	"CMOVxFxF"	2090606768
"898885xT"	"FxF"	"CMOVxFxF"	2093919636
"208064xT"	"2x16"	"TxFxT"	144873248
"208064xT"	"2x16"	"TxFxT"	221213940
"208064xT"	"2x16"	"TxFxT"	219815804
"208064xT"	"2x16"	"TxFxT"	206507172
"208064xT"	"2x16"	"TxFxT"	153406332
"208064xF"	"1000x8"	"CMOVxFxF"	450136176
"208064xF"	"1000x8"	"CMOVxFxF"	454222176
"208064xF"	"1000x8"	"CMOVxFxF"	453179020
"208064xF"	"1000x8"	"CMOVxFxF"	449140232
"208064xF"	"1000x8"	"CMOVxFxF"	450826172
"208064xF"	"10x16"	"CMOVxFxT"	216419856
"208064xF"	"10x16"	"CMOVxFxT"	234153208
"208064xF"	"10x16"	"CMOVxFxT"	232031004
"208064xF"	"10x16"	"CMOVxFxT"	203188868
"208064xF"	"10x16"	"CMOVxFxT"	229773528
"48160x10"	"1000x8"	"CMOVxFxT"	101379692
"48160x10"	"1000x8"	"CMOVxFxT"	101282396
"48160x10"	"1000x8"	"CMOVxFxT"	101005244
"48160x10"	"1000x8"	"CMOVxFxT"	101593828
"48160x10"	"1000x8"	"CMOVxFxT"	101227008
"48160xF"	"1000x32"	"CMOVxFxF"	108404304
"48160xF"	"1000x32"	"CMOVxFxF"	108379488
"48160xF"	"1000x32"	"CMOVxFxF"	108107012
"48160xF"	"1000x32"	"CMOVxFxF"	108615000
"48160xF"	"1000x32"	"CMOVxFxF"	108382516
"3883400xT"	"1000x16"	"FxTxF"	14741048776
"3883400xT"	"1000x16"	"FxTxF"	14787694276
"3883400xT"	"1000x16"	"FxTxF"	14816557548
"3883400xT"	"1000x16"	"FxTxF"	14653319600
"3883400xT"	"1000x16"	"FxTxF"	14734576956
"138x10"	"TxF"	"CMOVxFxT"	155632
"138x10"	"TxF"	"CMOVxFxT"	155240
"138x10"	"TxF"	"CMOVxFxT"	154788
"138x10"	"TxF"	"CMOVxFxT"	154980
"138x10"	"TxF"	"CMOVxFxT"	155412
"2580xT"	"500x32"	"FxTxF"	4646132
"2580xT"	"500x32"	"FxTxF"	4610176
"2580xT"	"500x32"	"FxTxF"	4605280
"2580xT"	"500x32"	"FxTxF"	4616424
"2580xT"	"500x32"	"FxTxF"	4613860
"32x10"	"1x8"	"FxFxT"	19676
"32x10"	"1x8"	"FxFxT"	16800
"32x10"	"1x8"	"FxFxT"	17616
"32x10"	"1x8"	"FxFxT"	17536
"32x10"	"1x8"	"FxFxT"	16600
"11148xT"	"2xF"	"CMOVxFxF"	15737560
"11148xT"	"2xF"	"CMOVxFxF"	15620264
"11148xT"	"2xF"	"CMOVxFxF"	14714980
"11148xT"	"2xF"	"CMOVxFxF"	14827912
"11148xT"	"2xF"	"CMOVxFxF"	15601200
"11148x500"	"1x8"	"FxTxF"	4388948
"11148x500"	"1x8"	"FxTxF"	4261944
"11148x500"	"1x8"	"FxTxF"	4312228
"11148x500"	"1x8"	"FxTxF"	4821436
"11148x500"	"1x8"	"FxTxF"	4393512
"11148xT"	"FxF"	"TxTxF"	13208832
"11148xT"	"FxF"	"TxTxF"	13180988
"11148xT"	"FxF"	"TxTxF"	13118100
"11148xT"	"FxF"	"TxTxF"	13107100
"11148xT"	"FxF"	"TxTxF"	13317440
"16777216xF"	"50x16"	"TxTxT"	21577008772
"16777216xF"	"50x16"	"TxTxT"	21772354644
"16777216xF"	"50x16"	"TxTxT"	21811033500
"16777216xF"	"50x16"	"TxTxT"	22066227256
"16777216xF"	"50x16"	"TxTxT"	22070053980
"208064xF"	"5x16"	"FxTxF"	178100404
"208064xF"	"5x16"	"FxTxF"	201632944
"208064xF"	"5x16"	"FxTxF"	197721540
"208064xF"	"5x16"	"FxTxF"	175162548
"208064xF"	"5x16"	"FxTxF"	199367700
"208064xT"	"10x16"	"CMOVxTxT"	268947348
"208064xT"	"10x16"	"CMOVxTxT"	289289776
"208064xT"	"10x16"	"CMOVxTxT"	285908436
"208064xT"	"10x16"	"CMOVxTxT"	251716560
"208064xT"	"10x16"	"CMOVxTxT"	283651232
"32x500"	"1x8"	"TxFxF"	19048
"32x500"	"1x8"	"TxFxF"	16024
"32x500"	"1x8"	"TxFxF"	16956
"32x500"	"1x8"	"TxFxF"	16932
"32x500"	"1x8"	"TxFxF"	16200
"32xT"	"FxF"	"TxTxT"	14364
"32xT"	"FxF"	"TxTxT"	14608
"32xT"	"FxF"	"TxTxT"	14592
"32xT"	"FxF"	"TxTxT"	14588
"32xT"	"FxF"	"TxTxT"	14424
"16777216x10"	"Tx32"	"FxFxF"	92171990232
"16777216x10"	"Tx32"	"FxFxF"	92867616760
"16777216x10"	"Tx32"	"FxFxF"	92174270132
"16777216x10"	"Tx32"	"FxFxF"	92113512132
"16777216x10"	"Tx32"	"FxFxF"	94433376568
"898885x10"	"Tx32"	"TxTxT"	3167233488
"898885x10"	"Tx32"	"TxTxT"	3168080980
"898885x10"	"Tx32"	"TxTxT"	3167286480
"898885x10"	"Tx32"	"TxTxT"	3169180728
"898885x10"	"Tx32"	"TxTxT"	3169696116
"11148x500"	"5x8"	"TxFxT"	9206960
"11148x500"	"5x8"	"TxFxT"	8806004
"11148x500"	"5x8"	"TxFxT"	8336056
"11148x500"	"5x8"	"TxFxT"	7841480
"11148x500"	"5x8"	"TxFxT"	8170508
"208064x500"	"500xF"	"CMOVxFxT"	487187668
"208064x500"	"500xF"	"CMOVxFxT"	488597632
"208064x500"	"500xF"	"CMOVxFxT"	487127420
"208064x500"	"500xF"	"CMOVxFxT"	484834884
"208064x500"	"500xF"	"CMOVxFxT"	489493144
"208064x10"	"10x16"	"FxTxT"	209532628
"208064x10"	"10x16"	"FxTxT"	228341448
"208064x10"	"10x16"	"FxTxT"	227194164
"208064x10"	"10x16"	"FxTxT"	199472492
"208064x10"	"10x16"	"FxTxT"	223863768
"2580xF"	"500x16"	"CMOVxFxF"	4767444
"2580xF"	"500x16"	"CMOVxFxF"	4713932
"2580xF"	"500x16"	"CMOVxFxF"	4707772
"2580xF"	"500x16"	"CMOVxFxF"	4722996
"2580xF"	"500x16"	"CMOVxFxF"	4733196
"32x500"	"500x8"	"CMOVxTxF"	27180
"32x500"	"500x8"	"CMOVxTxF"	25372
"32x500"	"500x8"	"CMOVxTxF"	26060
"32x500"	"500x8"	"CMOVxTxF"	26344
"32x500"	"500x8"	"CMOVxTxF"	26428
"48160xT"	"10xF"	"TxFxT"	89165192
"48160xT"	"10xF"	"TxFxT"	90247516
"48160xT"	"10xF"	"TxFxT"	84252220
"48160xT"	"10xF"	"TxFxT"	89825116
"48160xT"	"10xF"	"TxFxT"	89019772
"208064xT"	"Fx16"	"FxTxF"	110677076
"208064xT"	"Fx16"	"FxTxF"	110424228
"208064xT"	"Fx16"	"FxTxF"	110303276
"208064xT"	"Fx16"	"FxTxF"	110386676
"208064xT"	"Fx16"	"FxTxF"	109279848
"48160xT"	"Tx8"	"FxFxT"	142625480
"48160xT"	"Tx8"	"FxFxT"	142543924
"48160xT"	"Tx8"	"FxFxT"	142161020
"48160xT"	"Tx8"	"FxFxT"	142131112
"48160xT"	"Tx8"	"FxFxT"	141956648
"208064x10"	"5x16"	"TxTxF"	169577900
"208064x10"	"5x16"	"TxTxF"	189835676
"208064x10"	"5x16"	"TxTxF"	190671732
"208064x10"	"5x16"	"TxTxF"	166796988
"208064x10"	"5x16"	"TxTxF"	191644948
"32xT"	"2x8"	"TxFxT"	18440
"32xT"	"2x8"	"TxFxT"	16932
"32xT"	"2x8"	"TxFxT"	16980
"32xT"	"2x8"	"TxFxT"	18472
"32xT"	"2x8"	"TxFxT"	19492
"16777216xF"	"500x32"	"TxFxT"	34005764212
"16777216xF"	"500x32"	"TxFxT"	33981265788
"16777216xF"	"500x32"	"TxFxT"	34044133172
"16777216xF"	"500x32"	"TxFxT"	34128137004
"16777216xF"	"500x32"	"TxFxT"	33873181116
"138x10"	"2x8"	"CMOVxTxT"	54248
"138x10"	"2x8"	"CMOVxTxT"	60636
"138x10"	"2x8"	"CMOVxTxT"	98740
"138x10"	"2x8"	"CMOVxTxT"	69376
"138x10"	"2x8"	"CMOVxTxT"	67200
"48160xT"	"5xF"	"CMOVxFxT"	83292440
"48160xT"	"5xF"	"CMOVxFxT"	85283344
"48160xT"	"5xF"	"CMOVxFxT"	80489284
"48160xT"	"5xF"	"CMOVxFxT"	84220016
"48160xT"	"5xF"	"CMOVxFxT"	86142572
"16777216x10"	"100x32"	"FxFxT"	27624825688
"16777216x10"	"100x32"	"FxFxT"	27325699280
"16777216x10"	"100x32"	"FxFxT"	27783142800
"16777216x10"	"100x32"	"FxFxT"	28014776708
"16777216x10"	"100x32"	"FxFxT"	27624000620
"898885x10"	"100x16"	"FxFxT"	1476841152
"898885x10"	"100x16"	"FxFxT"	1468844140
"898885x10"	"100x16"	"FxFxT"	1500018424
"898885x10"	"100x16"	"FxFxT"	1513394436
"898885x10"	"100x16"	"FxFxT"	1512346256
"3883400x500"	"10x32"	"FxTxT"	4468663464
"3883400x500"	"10x32"	"FxTxT"	4084754408
"3883400x500"	"10x32"	"FxTxT"	4385217588
"3883400x500"	"10x32"	"FxTxT"	4509571004
"3883400x500"	"10x32"	"FxTxT"	4212276400
"16777216xT"	"1000x32"	"TxFxT"	76368617776
"16777216xT"	"1000x32"	"TxFxT"	76423548692
"16777216xT"	"1000x32"	"TxFxT"	76528038008
"16777216xT"	"1000x32"	"TxFxT"	76325440576
"16777216xT"	"1000x32"	"TxFxT"	77052131064
"898885x500"	"1000x32"	"FxTxF"	2024589624
"898885x500"	"1000x32"	"FxTxF"	2017955500
"898885x500"	"1000x32"	"FxTxF"	2029690284
"898885x500"	"1000x32"	"FxTxF"	2021296044
