"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Count
"803192xF"	"1000x32"	"FxFxT"	10211623
"3617xF"	"1000x8"	"TxFxT"	37919
"3617xF"	"1000x8"	"TxFxT"	37919
"3617xF"	"1000x8"	"TxFxT"	37876
"3617xF"	"1000x8"	"TxFxT"	37994
"3617xF"	"1000x8"	"TxFxT"	37979
"124xF"	"1000xF"	"TxFxT"	706
"124xF"	"1000xF"	"TxFxT"	711
"124xF"	"1000xF"	"TxFxT"	712
"124xF"	"1000xF"	"TxFxT"	711
"124xF"	"1000xF"	"TxFxT"	707
"88xF"	"1x32"	"FxFxT"	222
"88xF"	"1x32"	"FxFxT"	337
"88xF"	"1x32"	"FxFxT"	241
"88xF"	"1x32"	"FxFxT"	398
"88xF"	"1x32"	"FxFxT"	204
"5070xF"	"10x32"	"TxFxT"	31653
"5070xF"	"10x32"	"TxFxT"	27717
"5070xF"	"10x32"	"TxFxT"	30515
"5070xF"	"10x32"	"TxFxT"	30005
"5070xF"	"10x32"	"TxFxT"	28659
"1313xF"	"Fx32"	"FxFxT"	2689
"1313xF"	"Fx32"	"FxFxT"	2689
"1313xF"	"Fx32"	"FxFxT"	2689
"1313xF"	"Fx32"	"FxFxT"	2689
"1313xF"	"Fx32"	"FxFxT"	2689
"63xF"	"500x16"	"FxFxT"	317
"63xF"	"500x16"	"FxFxT"	309
"63xF"	"500x16"	"FxFxT"	315
"63xF"	"500x16"	"FxFxT"	318
"63xF"	"500x16"	"FxFxT"	314
"7106xF"	"100xF"	"FxFxT"	67194
"7106xF"	"100xF"	"FxFxT"	65883
"7106xF"	"100xF"	"FxFxT"	68102
"7106xF"	"100xF"	"FxFxT"	67046
"7106xF"	"100xF"	"FxFxT"	67027
"11969176xF"	"5x16"	"FxFxT"	53277391
"11969176xF"	"5x16"	"FxFxT"	53277193
"11969176xF"	"5x16"	"FxFxT"	51826069
"11969176xF"	"5x16"	"FxFxT"	51258924
"11969176xF"	"5x16"	"FxFxT"	49664108
"2580xF"	"Tx32"	"TxFxT"	26473
"2580xF"	"Tx32"	"TxFxT"	26456
"2580xF"	"Tx32"	"TxFxT"	26439
"2580xF"	"Tx32"	"TxFxT"	26457
"2580xF"	"Tx32"	"TxFxT"	26467
"32xF"	"1xF"	"TxFxT"	93
"32xF"	"1xF"	"TxFxT"	87
"32xF"	"1xF"	"TxFxT"	89
"32xF"	"1xF"	"TxFxT"	92
"32xF"	"1xF"	"TxFxT"	95
"937xF"	"FxF"	"FxFxT"	4513
"937xF"	"FxF"	"FxFxT"	4513
"937xF"	"FxF"	"FxFxT"	4513
"937xF"	"FxF"	"FxFxT"	4513
"937xF"	"FxF"	"FxFxT"	4513
"53898xF"	"1000x16"	"TxFxT"	657624
"53898xF"	"1000x16"	"TxFxT"	655307
"53898xF"	"1000x16"	"TxFxT"	656335
"53898xF"	"1000x16"	"TxFxT"	658995
"53898xF"	"1000x16"	"TxFxT"	657013
"173xF"	"100x32"	"TxFxT"	1077
"173xF"	"100x32"	"TxFxT"	1090
"173xF"	"100x32"	"TxFxT"	1064
"173xF"	"100x32"	"TxFxT"	1098
"173xF"	"100x32"	"TxFxT"	1076
"4346076xF"	"500xF"	"TxFxT"	66464075
"4346076xF"	"500xF"	"TxFxT"	66376010
"4346076xF"	"500xF"	"TxFxT"	66325229
"4346076xF"	"500xF"	"TxFxT"	66528705
"4346076xF"	"500xF"	"TxFxT"	66512449
"1841xF"	"50x8"	"TxFxT"	13825
"1841xF"	"50x8"	"TxFxT"	13894
"1841xF"	"50x8"	"TxFxT"	13748
"1841xF"	"50x8"	"TxFxT"	13960
"1841xF"	"50x8"	"TxFxT"	13901
"8539032xF"	"1000x32"	"TxFxT"	106379394
"8539032xF"	"1000x32"	"TxFxT"	106723586
"8539032xF"	"1000x32"	"TxFxT"	106596722
"8539032xF"	"1000x32"	"TxFxT"	106499579
"8539032xF"	"1000x32"	"TxFxT"	106317128
"2212005xF"	"100x16"	"FxFxT"	19310330
"2212005xF"	"100x16"	"FxFxT"	19415752
"2212005xF"	"100x16"	"FxFxT"	19005481
"2212005xF"	"100x16"	"FxFxT"	19409708
"2212005xF"	"100x16"	"FxFxT"	19293705
"291643xF"	"1x32"	"TxFxT"	984555
"291643xF"	"1x32"	"TxFxT"	1287414
"291643xF"	"1x32"	"TxFxT"	919891
"291643xF"	"1x32"	"TxFxT"	1187499
"291643xF"	"1x32"	"TxFxT"	893767
"38452xF"	"Tx32"	"FxFxT"	541787
"38452xF"	"Tx32"	"FxFxT"	541949
"38452xF"	"Tx32"	"FxFxT"	541659
"38452xF"	"Tx32"	"FxFxT"	541731
"38452xF"	"Tx32"	"FxFxT"	541993
"5070xF"	"1x8"	"FxFxT"	13915
"5070xF"	"1x8"	"FxFxT"	11442
"5070xF"	"1x8"	"FxFxT"	6972
"5070xF"	"1x8"	"FxFxT"	12375
"5070xF"	"1x8"	"FxFxT"	7797
"45xF"	"100x8"	"TxFxT"	205
"45xF"	"100x8"	"TxFxT"	212
"45xF"	"100x8"	"TxFxT"	210
"45xF"	"100x8"	"TxFxT"	213
"45xF"	"100x8"	"TxFxT"	211
"75549xF"	"5x32"	"TxFxT"	401076
"75549xF"	"5x32"	"TxFxT"	426575
"75549xF"	"5x32"	"TxFxT"	411565
"75549xF"	"5x32"	"TxFxT"	392867
"75549xF"	"5x32"	"TxFxT"	416454
"1125835xF"	"10xF"	"TxFxT"	12774560
"1125835xF"	"10xF"	"TxFxT"	13331884
"1125835xF"	"10xF"	"TxFxT"	12505084
"1125835xF"	"10xF"	"TxFxT"	12900376
"1125835xF"	"10xF"	"TxFxT"	12967583
"668xF"	"2xF"	"TxFxT"	3289
"668xF"	"2xF"	"TxFxT"	3600
"668xF"	"2xF"	"TxFxT"	3243
"668xF"	"2xF"	"TxFxT"	3997
"668xF"	"2xF"	"TxFxT"	3348
"27432xF"	"1xF"	"FxFxT"	199409
"27432xF"	"1xF"	"FxFxT"	199754
"27432xF"	"1xF"	"FxFxT"	198712
"27432xF"	"1xF"	"FxFxT"	202064
"27432xF"	"1xF"	"FxFxT"	199246
"408797xF"	"50x32"	"TxFxT"	3527820
"408797xF"	"50x32"	"TxFxT"	3506291
"408797xF"	"50x32"	"TxFxT"	3482946
"408797xF"	"50x32"	"TxFxT"	3482390
"408797xF"	"50x32"	"TxFxT"	3588487
"32xF"	"1000x8"	"FxFxT"	138
"32xF"	"1000x8"	"FxFxT"	131
"32xF"	"1000x8"	"FxFxT"	135
"32xF"	"1000x8"	"FxFxT"	137
"32xF"	"1000x8"	"FxFxT"	137
"208064xF"	"500xF"	"FxFxT"	2720803
"208064xF"	"500xF"	"FxFxT"	2727930
"208064xF"	"500xF"	"FxFxT"	2720031
"208064xF"	"500xF"	"FxFxT"	2706695
"208064xF"	"500xF"	"FxFxT"	2734439
"243xF"	"500x32"	"FxFxT"	1639
"243xF"	"500x32"	"FxFxT"	1637
"243xF"	"500x32"	"FxFxT"	1633
"243xF"	"500x32"	"FxFxT"	1635
"243xF"	"500x32"	"FxFxT"	1647
"124xF"	"50x16"	"FxFxT"	717
"124xF"	"50x16"	"FxFxT"	691
"124xF"	"50x16"	"FxFxT"	704
"124xF"	"50x16"	"FxFxT"	706
"124xF"	"50x16"	"FxFxT"	699
"75549xF"	"Fx8"	"FxFxT"	91932
"75549xF"	"Fx8"	"FxFxT"	91932
"75549xF"	"Fx8"	"FxFxT"	91932
"75549xF"	"Fx8"	"FxFxT"	91932
"75549xF"	"Fx8"	"FxFxT"	91932
"19571xF"	"10x32"	"FxFxT"	105488
"19571xF"	"10x32"	"FxFxT"	121588
"19571xF"	"10x32"	"FxFxT"	109614
"19571xF"	"10x32"	"FxFxT"	112913
"19571xF"	"10x32"	"FxFxT"	107971
"1841xF"	"2x32"	"FxFxT"	8218
"1841xF"	"2x32"	"FxFxT"	7430
"1841xF"	"2x32"	"FxFxT"	7561
"1841xF"	"2x32"	"FxFxT"	9609
"1841xF"	"2x32"	"FxFxT"	7091
"9961xF"	"FxF"	"TxFxT"	66076
"9961xF"	"FxF"	"TxFxT"	66076
"9961xF"	"FxF"	"TxFxT"	66076
"9961xF"	"FxF"	"TxFxT"	66076
"9961xF"	"FxF"	"TxFxT"	66076
"3100571xF"	"Fx16"	"FxFxT"	5369552
"3100571xF"	"Fx16"	"FxFxT"	5369552
"3100571xF"	"Fx16"	"FxFxT"	5369552
"3100571xF"	"Fx16"	"FxFxT"	5369552
"3100571xF"	"Fx16"	"FxFxT"	5369552
"668xF"	"Tx8"	"FxFxT"	5699
"668xF"	"Tx8"	"FxFxT"	5708
"668xF"	"Tx8"	"FxFxT"	5718
"668xF"	"Tx8"	"FxFxT"	5708
"668xF"	"Tx8"	"FxFxT"	5717
"573012xF"	"1000x8"	"TxFxT"	6770140
"573012xF"	"1000x8"	"TxFxT"	6759298
"573012xF"	"1000x8"	"TxFxT"	6759605
"573012xF"	"1000x8"	"TxFxT"	6763732
"573012xF"	"1000x8"	"TxFxT"	6762957
"45xF"	"10xF"	"FxFxT"	172
"45xF"	"10xF"	"FxFxT"	182
"45xF"	"10xF"	"FxFxT"	161
"45xF"	"10xF"	"FxFxT"	164
"45xF"	"10xF"	"FxFxT"	174
"291643xF"	"10x16"	"TxFxT"	1678581
"291643xF"	"10x16"	"TxFxT"	1598247
"291643xF"	"10x16"	"TxFxT"	1606298
"291643xF"	"10x16"	"TxFxT"	1586785
"291643xF"	"10x16"	"TxFxT"	1648462
"6091903xF"	"50x16"	"FxFxT"	48086293
"6091903xF"	"50x16"	"FxFxT"	47793803
"6091903xF"	"50x16"	"FxFxT"	47713184
"6091903xF"	"50x16"	"FxFxT"	50193183
"6091903xF"	"50x16"	"FxFxT"	49398863
"5070xF"	"50xF"	"TxFxT"	46013
"5070xF"	"50xF"	"TxFxT"	44515
"5070xF"	"50xF"	"TxFxT"	44782
"5070xF"	"50xF"	"TxFxT"	43697
"5070xF"	"50xF"	"TxFxT"	45169
"173xF"	"1x32"	"FxFxT"	394
"173xF"	"1x32"	"FxFxT"	515
"173xF"	"1x32"	"FxFxT"	411
"173xF"	"1x32"	"FxFxT"	411
"173xF"	"1x32"	"FxFxT"	552
"53898xF"	"2x8"	"TxFxT"	188188
"53898xF"	"2x8"	"TxFxT"	159456
"53898xF"	"2x8"	"TxFxT"	234466
"53898xF"	"2x8"	"TxFxT"	190088
"53898xF"	"2x8"	"TxFxT"	175723
"38452xF"	"1xF"	"FxFxT"	319538
"38452xF"	"1xF"	"FxFxT"	286178
"38452xF"	"1xF"	"FxFxT"	309395
"38452xF"	"1xF"	"FxFxT"	296238
"38452xF"	"1xF"	"FxFxT"	286557
"32xF"	"500x8"	"FxFxT"	138
"32xF"	"500x8"	"FxFxT"	131
"32xF"	"500x8"	"FxFxT"	135
"32xF"	"500x8"	"FxFxT"	137
"32xF"	"500x8"	"FxFxT"	137
"75549xF"	"TxF"	"FxFxT"	1130279
"75549xF"	"TxF"	"FxFxT"	1129931
"75549xF"	"TxF"	"FxFxT"	1130239
"75549xF"	"TxF"	"FxFxT"	1130246
"75549xF"	"TxF"	"FxFxT"	1130053
"3100571xF"	"10x8"	"TxFxT"	17781867
"3100571xF"	"10x8"	"TxFxT"	17860776
"3100571xF"	"10x8"	"TxFxT"	16206724
"3100571xF"	"10x8"	"TxFxT"	15906523
"3100571xF"	"10x8"	"TxFxT"	18025051
"148437xF"	"50xF"	"FxFxT"	1665444
"148437xF"	"50xF"	"FxFxT"	1654029
"148437xF"	"50xF"	"FxFxT"	1669747
"148437xF"	"50xF"	"FxFxT"	1675831
"148437xF"	"50xF"	"FxFxT"	1651293
"937xF"	"5x16"	"FxFxT"	4630
"937xF"	"5x16"	"FxFxT"	3929
"937xF"	"5x16"	"FxFxT"	5015
"937xF"	"5x16"	"FxFxT"	4642
"937xF"	"5x16"	"FxFxT"	4094
"75549xF"	"1xF"	"TxFxT"	631981
"75549xF"	"1xF"	"TxFxT"	652495
"75549xF"	"1xF"	"TxFxT"	646757
"75549xF"	"1xF"	"TxFxT"	614869
"75549xF"	"1xF"	"TxFxT"	705051
"7106xF"	"5xF"	"TxFxT"	52699
"7106xF"	"5xF"	"TxFxT"	51580
"7106xF"	"5xF"	"TxFxT"	53322
"7106xF"	"5xF"	"TxFxT"	53822
"7106xF"	"5xF"	"TxFxT"	54495
"291643xF"	"2x32"	"FxFxT"	1264232
"291643xF"	"2x32"	"FxFxT"	1359480
"291643xF"	"2x32"	"FxFxT"	877827
"291643xF"	"2x32"	"FxFxT"	1162143
"291643xF"	"2x32"	"FxFxT"	1037400
"88xF"	"100x8"	"FxFxT"	483
"88xF"	"100x8"	"FxFxT"	489
"88xF"	"100x8"	"FxFxT"	489
"88xF"	"100x8"	"FxFxT"	493
"88xF"	"100x8"	"FxFxT"	494
"208064xF"	"1000xF"	"FxFxT"	2811424
"208064xF"	"1000xF"	"FxFxT"	2829848
"208064xF"	"1000xF"	"FxFxT"	2828422
"208064xF"	"1000xF"	"FxFxT"	2808965
"208064xF"	"1000xF"	"FxFxT"	2819028
"63xF"	"10x32"	"TxFxT"	276
"63xF"	"10x32"	"TxFxT"	260
"63xF"	"10x32"	"TxFxT"	268
"63xF"	"10x32"	"TxFxT"	278
"63xF"	"10x32"	"TxFxT"	269
"19571xF"	"1000x32"	"TxFxT"	230640
"19571xF"	"1000x32"	"TxFxT"	231723
"19571xF"	"1000x32"	"TxFxT"	231191
"19571xF"	"1000x32"	"TxFxT"	230177
"19571xF"	"1000x32"	"TxFxT"	231314
"13962xF"	"500xF"	"TxFxT"	155410
"13962xF"	"500xF"	"TxFxT"	154269
"13962xF"	"500xF"	"TxFxT"	154829
"13962xF"	"500xF"	"TxFxT"	155756
"13962xF"	"500xF"	"TxFxT"	154100
"1125835xF"	"Fx16"	"TxFxT"	1858453
"1125835xF"	"Fx16"	"TxFxT"	1858453
"1125835xF"	"Fx16"	"TxFxT"	1858453
"1125835xF"	"Fx16"	"TxFxT"	1858453
"1125835xF"	"Fx16"	"TxFxT"	1858453
"6091903xF"	"500x8"	"TxFxT"	67413795
"6091903xF"	"500x8"	"TxFxT"	67581078
"6091903xF"	"500x8"	"TxFxT"	67873745
"6091903xF"	"500x8"	"TxFxT"	67914281
"6091903xF"	"500x8"	"TxFxT"	67736730
"1313xF"	"10x8"	"FxFxT"	6383
"1313xF"	"10x8"	"FxFxT"	6685
"1313xF"	"10x8"	"FxFxT"	6648
"1313xF"	"10x8"	"FxFxT"	7409
"1313xF"	"10x8"	"FxFxT"	7553
"19571xF"	"100xF"	"FxFxT"	198882
"19571xF"	"100xF"	"FxFxT"	200697
"19571xF"	"100xF"	"FxFxT"	200153
"19571xF"	"100xF"	"FxFxT"	198154
"19571xF"	"100xF"	"FxFxT"	195821
"208064xF"	"FxF"	"TxFxT"	1855936
"208064xF"	"FxF"	"TxFxT"	1855936
"208064xF"	"FxF"	"TxFxT"	1855936
"208064xF"	"FxF"	"TxFxT"	1855936
"208064xF"	"FxF"	"TxFxT"	1855936
"2212005xF"	"Tx32"	"TxFxT"	44147176
"2212005xF"	"Tx32"	"TxFxT"	44146029
"2212005xF"	"Tx32"	"TxFxT"	44147921
"2212005xF"	"Tx32"	"TxFxT"	44149504
"2212005xF"	"Tx32"	"TxFxT"	44147498
"243xF"	"100x32"	"FxFxT"	1579
"243xF"	"100x32"	"FxFxT"	1570
"243xF"	"100x32"	"FxFxT"	1576
"243xF"	"100x32"	"FxFxT"	1590
"243xF"	"100x32"	"FxFxT"	1588
"4346076xF"	"500x32"	"FxFxT"	50105195
"4346076xF"	"500x32"	"FxFxT"	49865875
"4346076xF"	"500x32"	"FxFxT"	49837466
"4346076xF"	"500x32"	"FxFxT"	50098153
"4346076xF"	"500x32"	"FxFxT"	50111216
"7106xF"	"1x8"	"FxFxT"	17228
"7106xF"	"1x8"	"FxFxT"	13649
"7106xF"	"1x8"	"FxFxT"	11506
"7106xF"	"1x8"	"FxFxT"	11842
"7106xF"	"1x8"	"FxFxT"	23868
"477xF"	"Tx16"	"FxFxT"	3698
"477xF"	"Tx16"	"FxFxT"	3717
"477xF"	"Tx16"	"FxFxT"	3718
"477xF"	"Tx16"	"FxFxT"	3712
"477xF"	"Tx16"	"FxFxT"	3699
"3100571xF"	"2x16"	"FxFxT"	10352657
"3100571xF"	"2x16"	"FxFxT"	9067414
"3100571xF"	"2x16"	"FxFxT"	8858050
"3100571xF"	"2x16"	"FxFxT"	13648232
"3100571xF"	"2x16"	"FxFxT"	12220039
"105897xF"	"FxF"	"FxFxT"	866117
"105897xF"	"FxF"	"FxFxT"	866117
"105897xF"	"FxF"	"FxFxT"	866117
"105897xF"	"FxF"	"FxFxT"	866117
"105897xF"	"FxF"	"FxFxT"	866117
"1578085xF"	"100x16"	"TxFxT"	14400940
"1578085xF"	"100x16"	"TxFxT"	14387004
"1578085xF"	"100x16"	"TxFxT"	14347736
"1578085xF"	"100x16"	"TxFxT"	14509204
"1578085xF"	"100x16"	"TxFxT"	14328542
"45xF"	"100x32"	"TxFxT"	193
"45xF"	"100x32"	"TxFxT"	200
"45xF"	"100x32"	"TxFxT"	198
"45xF"	"100x32"	"TxFxT"	201
"45xF"	"100x32"	"TxFxT"	199
"1125835xF"	"1000x16"	"FxFxT"	13592380
"1125835xF"	"1000x16"	"FxFxT"	13567854
"1125835xF"	"1000x16"	"FxFxT"	13526136
"1125835xF"	"1000x16"	"FxFxT"	13575820
"1125835xF"	"1000x16"	"FxFxT"	13597311
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"53898xF"	"Fx16"	"FxFxT"	96157
"1841xF"	"10x16"	"FxFxT"	10937
"1841xF"	"10x16"	"FxFxT"	10075
"1841xF"	"10x16"	"FxFxT"	10817
"1841xF"	"10x16"	"FxFxT"	11117
"1841xF"	"10x16"	"FxFxT"	9963
"124xF"	"1000x32"	"FxFxT"	708
"124xF"	"1000x32"	"FxFxT"	714
"124xF"	"1000x32"	"FxFxT"	717
"124xF"	"1000x32"	"FxFxT"	714
"124xF"	"1000x32"	"FxFxT"	712
"105897xF"	"2x32"	"TxFxT"	528153
"105897xF"	"2x32"	"TxFxT"	459299
"105897xF"	"2x32"	"TxFxT"	441553
"105897xF"	"2x32"	"TxFxT"	500312
"105897xF"	"2x32"	"TxFxT"	448743
"3617xF"	"50x32"	"FxFxT"	28808
"3617xF"	"50x32"	"FxFxT"	29765
"3617xF"	"50x32"	"FxFxT"	29922
"3617xF"	"50x32"	"FxFxT"	30058
"3617xF"	"50x32"	"FxFxT"	29667
"38452xF"	"5x32"	"TxFxT"	184132
"38452xF"	"5x32"	"TxFxT"	206693
"38452xF"	"5x32"	"TxFxT"	184881
"38452xF"	"5x32"	"TxFxT"	200564
"38452xF"	"5x32"	"TxFxT"	203742
"8539032xF"	"1000x8"	"FxFxT"	100100733
"8539032xF"	"1000x8"	"FxFxT"	100469039
"8539032xF"	"1000x8"	"FxFxT"	100339034
"8539032xF"	"1000x8"	"FxFxT"	100219269
"8539032xF"	"1000x8"	"FxFxT"	100063047
"1841xF"	"100x8"	"TxFxT"	15274
"1841xF"	"100x8"	"TxFxT"	14955
"1841xF"	"100x8"	"TxFxT"	15238
"1841xF"	"100x8"	"TxFxT"	15199
"1841xF"	"100x8"	"TxFxT"	15293
"340xF"	"Tx8"	"FxFxT"	2582
"340xF"	"Tx8"	"FxFxT"	2586
"340xF"	"Tx8"	"FxFxT"	2554
"340xF"	"Tx8"	"FxFxT"	2571
"340xF"	"Tx8"	"FxFxT"	2552
"27432xF"	"10xF"	"TxFxT"	247565
"27432xF"	"10xF"	"TxFxT"	237627
"27432xF"	"10xF"	"TxFxT"	244567
"27432xF"	"10xF"	"TxFxT"	247734
"27432xF"	"10xF"	"TxFxT"	244577
"88xF"	"1000xF"	"TxFxT"	464
"88xF"	"1000xF"	"TxFxT"	466
"88xF"	"1000xF"	"TxFxT"	473
"88xF"	"1000xF"	"TxFxT"	468
"88xF"	"1000xF"	"TxFxT"	470
"937xF"	"50x8"	"TxFxT"	6870
"937xF"	"50x8"	"TxFxT"	6775
"937xF"	"50x8"	"TxFxT"	6727
"937xF"	"50x8"	"TxFxT"	6734
"937xF"	"50x8"	"TxFxT"	6578
"16777216xF"	"Fx8"	"FxFxT"	20971519
"16777216xF"	"Fx8"	"FxFxT"	20971519
"16777216xF"	"Fx8"	"FxFxT"	20971519
"16777216xF"	"Fx8"	"FxFxT"	20971519
"16777216xF"	"Fx8"	"FxFxT"	20971519
"340xF"	"1x8"	"TxFxT"	558
"340xF"	"1x8"	"TxFxT"	1376
"340xF"	"1x8"	"TxFxT"	1122
"340xF"	"1x8"	"TxFxT"	833
"340xF"	"1x8"	"TxFxT"	954
"32xF"	"TxF"	"TxFxT"	124
"32xF"	"TxF"	"TxFxT"	117
"32xF"	"TxF"	"TxFxT"	121
"32xF"	"TxF"	"TxFxT"	123
"32xF"	"TxF"	"TxFxT"	123
"13962xF"	"50x8"	"FxFxT"	106773
"13962xF"	"50x8"	"FxFxT"	108550
"13962xF"	"50x8"	"FxFxT"	106757
"13962xF"	"50x8"	"FxFxT"	106437
"13962xF"	"50x8"	"FxFxT"	103436
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"124xF"	"Fx32"	"TxFxT"	307
"27432xF"	"2x8"	"FxFxT"	55048
"27432xF"	"2x8"	"FxFxT"	61074
"27432xF"	"2x8"	"FxFxT"	55808
"27432xF"	"2x8"	"FxFxT"	101571
"27432xF"	"2x8"	"FxFxT"	70479
"1578085xF"	"10x32"	"FxFxT"	9674088
"1578085xF"	"10x32"	"FxFxT"	10092227
"1578085xF"	"10x32"	"FxFxT"	8489874
"1578085xF"	"10x32"	"FxFxT"	9643964
"1578085xF"	"10x32"	"FxFxT"	10048789
"2580xF"	"50x16"	"TxFxT"	20308
"2580xF"	"50x16"	"TxFxT"	20108
"2580xF"	"50x16"	"TxFxT"	19651
"2580xF"	"50x16"	"TxFxT"	19812
"2580xF"	"50x16"	"TxFxT"	20292
"477xF"	"1x16"	"TxFxT"	1853
"477xF"	"1x16"	"TxFxT"	1715
"477xF"	"1x16"	"TxFxT"	1694
"477xF"	"1x16"	"TxFxT"	1175
"477xF"	"1x16"	"TxFxT"	1245
"803192xF"	"5x8"	"TxFxT"	3204175
"803192xF"	"5x8"	"TxFxT"	3036474
"803192xF"	"5x8"	"TxFxT"	3645663
"803192xF"	"5x8"	"TxFxT"	3092437
"803192xF"	"5x8"	"TxFxT"	4067858
"2580xF"	"5x32"	"FxFxT"	13061
"2580xF"	"5x32"	"FxFxT"	11982
"2580xF"	"5x32"	"FxFxT"	14853
"2580xF"	"5x32"	"FxFxT"	14674
"2580xF"	"5x32"	"FxFxT"	13449
"3617xF"	"500x16"	"TxFxT"	36249
"3617xF"	"500x16"	"TxFxT"	36340
"3617xF"	"500x16"	"TxFxT"	36233
"3617xF"	"500x16"	"TxFxT"	36015
"3617xF"	"500x16"	"TxFxT"	36418
"11969176xF"	"500x16"	"FxFxT"	134534534
"11969176xF"	"500x16"	"FxFxT"	135008546
"11969176xF"	"500x16"	"FxFxT"	134537861
"11969176xF"	"500x16"	"FxFxT"	134925825
"11969176xF"	"500x16"	"FxFxT"	134590096
"408797xF"	"Tx32"	"FxFxT"	7143801
"408797xF"	"Tx32"	"FxFxT"	7144075
"408797xF"	"Tx32"	"FxFxT"	7144438
"408797xF"	"Tx32"	"FxFxT"	7143982
"408797xF"	"Tx32"	"FxFxT"	7143803
"2212005xF"	"500xF"	"FxFxT"	32641057
"2212005xF"	"500xF"	"FxFxT"	32626331
"2212005xF"	"500xF"	"FxFxT"	32761012
"2212005xF"	"500xF"	"FxFxT"	32669820
"2212005xF"	"500xF"	"FxFxT"	32547488
"63xF"	"2xF"	"FxFxT"	241
"63xF"	"2xF"	"FxFxT"	197
"63xF"	"2xF"	"FxFxT"	224
"63xF"	"2xF"	"FxFxT"	257
"63xF"	"2xF"	"FxFxT"	237
"573012xF"	"100x16"	"FxFxT"	5042318
"573012xF"	"100x16"	"FxFxT"	5080577
"573012xF"	"100x16"	"FxFxT"	4924284
"573012xF"	"100x16"	"FxFxT"	5094547
"573012xF"	"100x16"	"FxFxT"	5051460
"148437xF"	"500x32"	"TxFxT"	1715452
"148437xF"	"500x32"	"TxFxT"	1712695
"148437xF"	"500x32"	"TxFxT"	1711950
"148437xF"	"500x32"	"TxFxT"	1709749
"148437xF"	"500x32"	"TxFxT"	1718488
"668xF"	"50x32"	"TxFxT"	4889
"668xF"	"50x32"	"TxFxT"	4812
"668xF"	"50x32"	"TxFxT"	4816
"668xF"	"50x32"	"TxFxT"	5003
"668xF"	"50x32"	"TxFxT"	4889
"9961xF"	"2x16"	"TxFxT"	41566
"9961xF"	"2x16"	"TxFxT"	38377
"9961xF"	"2x16"	"TxFxT"	29660
"9961xF"	"2x16"	"TxFxT"	33810
"9961xF"	"2x16"	"TxFxT"	38689
"173xF"	"5x16"	"TxFxT"	812
"173xF"	"5x16"	"TxFxT"	689
"173xF"	"5x16"	"TxFxT"	774
"173xF"	"5x16"	"TxFxT"	660
"173xF"	"5x16"	"TxFxT"	832
"243xF"	"1000x16"	"TxFxT"	1666
"243xF"	"1000x16"	"TxFxT"	1664
"243xF"	"1000x16"	"TxFxT"	1657
"243xF"	"1000x16"	"TxFxT"	1663
"243xF"	"1000x16"	"TxFxT"	1673
"408797xF"	"1x32"	"TxFxT"	1848357
"408797xF"	"1x32"	"TxFxT"	1255676
"408797xF"	"1x32"	"TxFxT"	1434498
"408797xF"	"1x32"	"TxFxT"	1596164
"408797xF"	"1x32"	"TxFxT"	1200053
"668xF"	"5xF"	"FxFxT"	3700
"668xF"	"5xF"	"FxFxT"	3667
"668xF"	"5xF"	"FxFxT"	3587
"668xF"	"5xF"	"FxFxT"	4097
"668xF"	"5xF"	"FxFxT"	3882
"11969176xF"	"Tx8"	"TxFxT"	271918788
"11969176xF"	"Tx8"	"TxFxT"	271921111
"11969176xF"	"Tx8"	"TxFxT"	271922347
"11969176xF"	"Tx8"	"TxFxT"	271921825
"11969176xF"	"Tx8"	"TxFxT"	271918393
"5070xF"	"5x8"	"FxFxT"	25577
"5070xF"	"5x8"	"FxFxT"	22294
"5070xF"	"5x8"	"FxFxT"	15432
"5070xF"	"5x8"	"FxFxT"	22351
"5070xF"	"5x8"	"FxFxT"	18792
"8539032xF"	"Fx8"	"TxFxT"	10786607
"8539032xF"	"Fx8"	"TxFxT"	10786607
"8539032xF"	"Fx8"	"TxFxT"	10786607
"8539032xF"	"Fx8"	"TxFxT"	10786607
"8539032xF"	"Fx8"	"TxFxT"	10786607
"9961xF"	"Fx32"	"FxFxT"	20154
"9961xF"	"Fx32"	"FxFxT"	20154
"9961xF"	"Fx32"	"FxFxT"	20154
"9961xF"	"Fx32"	"FxFxT"	20154
"9961xF"	"Fx32"	"FxFxT"	20154
"4346076xF"	"Tx16"	"TxFxT"	91472188
"4346076xF"	"Tx16"	"TxFxT"	91472241
"4346076xF"	"Tx16"	"TxFxT"	91469712
"4346076xF"	"Tx16"	"TxFxT"	91470147
"4346076xF"	"Tx16"	"TxFxT"	91471286
"803192xF"	"1x16"	"FxFxT"	2330626
"803192xF"	"1x16"	"FxFxT"	1842170
"803192xF"	"1x16"	"FxFxT"	2233574
"803192xF"	"1x16"	"FxFxT"	2611652
"803192xF"	"1x16"	"FxFxT"	2541545
"16777216xF"	"2xF"	"TxFxT"	209149224
"16777216xF"	"2xF"	"TxFxT"	216229972
